frag	phylostrata	avg_mainAge
6_30635595_30650641	1	UC
6_30653644_30661610	4	EM
6_30669222_30680530	4	EM
6_30683521_30687572	4	EM
6_30687573_30697654	2	UC
6_30709383_30714752	4.5	EM
6_30864617_30884904	1.5	UC
6_30894477_30905630	14	MM
6_30905631_30915622	11	MM
6_30950313_30957564	1	UC
6_31078578_31081807	11	MM
6_31081808_31082599	15	MM
6_3111436_3119853	1	UC
6_31147993_31151524	8	EM
6_31318713_31338319	8	EM
6_31462627_31469199	12	MM
6_31488607_31497461	11	MM
6_31497462_31506444	2	UC
6_31509720_31511142	2	UC
6_31511143_31522203	2	UC
6_31528654_31545439	8	EM
6_31548352_31552653	10	MM
6_31552654_31583304	11	MM
6_31585092_31593689	6	EM
6_31617298_31620281	5	EM
6_31620282_31629076	7	EM
6_31629077_31635459	5.33333333333333	EM
6_31635460_31643316	12	MM
6_31643317_31658517	8	EM
6_31661602_31672195	4	EM
6_31672196_31677679	11.5	MM
6_31682145_31699652	10	MM
6_31706940_31709048	2	UC
6_31720598_31729709	2	UC
6_31729710_31737056	10	MM
6_31742531_31750782	4.5	EM
6_31753069_31773522	1	UC
6_31774256_31779404	2	UC
6_31779405_31785889	2	UC
6_31788101_31803270	2	UC
6_31824998_31830741	1	UC
6_31836415_31851516	2	UC
6_31851517_31855313	2	UC
6_31863610_31877605	5	EM
6_31889501_31896898	5	EM
6_31925203_31947600	2.5	UC
6_31947601_31961966	3.5	EM
6_32079135_32085551	5	EM
6_32094112_32097278	8	EM
6_32097279_32144834	5	EM
6_32144835_32148799	1.5	UC
6_32153169_32171192	5	EM
6_32190386_32201895	2	UC
6_3227014_3240631	2	UC
6_32405593_32409533	8	EM
6_32556286_32561339	8	EM
6_32622279_32628870	8	EM
6_32633438_32636953	8	EM
6_32708412_32709673	15	MM
6_32730340_32732935	8	EM
6_32780977_32788956	12	MM
6_32799345_32808149	8	EM
6_32809718_32812852	4.5	EM
6_32819180_32825604	8	EM
6_32886080_32905106	9	EM
6_32905663_32909360	9	EM
6_32919443_32925939	9	EM
6_32935690_32937492	5.5	EM
6_32937493_32939559	2	UC
6_32970533_32984813	8	EM
6_33040661_33046250	11	MM
6_33046251_33053433	11	MM
6_33151607_33161216	1	UC
6_33165153_33173879	2.33333333333333	UC
6_33173880_33192125	2	UC
6_33234946_33240206	1.5	UC
6_33240207_33245381	4.5	EM
6_33256041_33268943	3.66666666666667	EM
6_33280321_33286385	8	EM
6_33291449_33304004	4	EM
6_33358373_33363613	2	UC
6_33373874_33381237	5	EM
6_33381238_33386615	4.5	EM
6_33386616_33392274	5	EM
6_33542615_33551201	5	EM
6_33551202_33554470	11	MM
6_33679109_33679749	4	EM
6_33711347_33727949	2	UC
6_33746353_33763733	9	EM
6_33763956_33775355	9	EM
6_34114870_34125903	4	EM
6_34198389_34218987	11.5	MM
6_3436742_3462071	8	EM
6_34392656_34406392	2	UC
6_34428259_34436481	4	EM
6_34436482_34461641	4	EM
6_35115336_35117713	9	EM
6_35309629_35317360	7	EM
6_35410649_35438751	1.5	UC
6_35477807_35480896	8	EM
6_35694834_35706255	5.5	EM
6_35744167_35752669	13.5	MM
6_35767115_35773250	8	EM
6_35983290_35993351	9	EM
6_35994390_36001414	2	UC
6_36163508_36170127	2	UC
6_36302934_36313960	12	MM
6_36354606_36358439	6	EM
6_36407973_36413721	11	MM
6_36514473_36516548	2	UC
6_36560431_36562592	2	UC
6_36639873_36651290	8	EM
6_36796867_36808733	2	UC
6_36831899_36839738	8	EM
6_36840886_36850286	1	UC
6_36952387_36968557	4	EM
6_36968558_36978522	11	MM
6_36998125_37018814	3	UC
6_37398430_37401807	2	UC
6_3750508_3755866	8	EM
6_37655880_37680188	7	EM
6_37767134_37788673	5	EM
6_3847704_3851408	13	MM
6_38599520_38608748	4	EM
6_38682466_38685542	2	UC
6_391136_396367	6	EM
6_39286325_39295955	9	EM
6_39681996_39706063	2	UC
6_3979207_3983615	15	MM
6_4021412_4033012	2	UC
6_40994658_41012140	11	MM
6_41014801_41021527	8	EM
6_41038446_41043221	1.5	UC
6_41064450_41066346	1	UC
6_41191557_41207543	12	MM
6_41254271_41261116	11	MM
6_4128150_4135737	1	UC
6_41298531_41312430	12	MM
6_41500889_41518385	4	EM
6_41601542_41615822	8	EM
6_41746526_41752784	8.5	EM
6_41752785_41755424	8.5	EM
6_41860843_41876033	6	EM
6_41884344_41890034	3	UC
6_42016105_42025337	3	UC
6_42118456_42129538	9	EM
6_42158620_42166091	8	EM
6_42531084_42531854	2	UC
6_42680607_42700254	8	EM
6_42713822_42715995	2	UC
6_42841139_42851405	8	EM
6_42853873_42859832	13	MM
6_42896539_42917040	4	EM
6_42989172_42991578	2	UC
6_43018600_43024353	4.5	EM
6_43136732_43143383	2	UC
6_43185141_43195292	6	EM
6_43195293_43223822	3	UC
6_43271874_43278987	8	EM
6_43333442_43339393	6	EM
6_43395091_43407679	1	UC
6_43421897_43427929	8	EM
6_43439170_43453412	5	EM
6_43474231_43483306	2.5	UC
6_43483307_43489064	1	UC
6_43542762_43546711	2	UC
6_43590241_43611931	2.5	UC
6_43611932_43619675	2	UC
6_43731585_43743257	8	EM
6_44084232_44096220	3.5	EM
6_44119162_44128449	2	UC
6_44182644_44198575	2	UC
6_44209848_44215574	1	UC
6_44224202_44234925	5	EM
6_44234926_44248454	6	EM
6_44264965_44272755	1.5	UC
6_44279450_44288287	1	UC
6_45338965_45346092	3	UC
6_46047559_46048185	5	EM
6_46097340_46105146	6	EM
6_46138035_46141476	1	UC
6_46456482_46462203	4	EM
6_46618617_46621292	3	UC
6_47277584_47286611	8	EM
6_47444756_47446509	6	EM
6_47495704_47503790	6	EM
6_47621252_47625052	9	EM
6_49430294_49433149	4.5	EM
6_5001223_5006339	2	UC
6_50785086_50786647	6	EM
6_51943115_51954131	2	UC
6_52107437_52120696	8	EM
6_52145449_52149664	2	UC
6_52280078_52286637	2	UC
6_52440662_52444529	8	EM
6_52534049_52537238	2	UC
6_5260324_5262233	2	UC
6_52914330_52918423	2	UC
6_52920504_52927724	2	UC
6_53012181_53024276	9	EM
6_53210207_53227644	8	EM
6_53481741_53482370	2	UC
6_53530094_53532099	8	EM
6_53656678_53661118	2	UC
6_54168221_54180832	6	EM
6_55737182_55745614	6	EM
6_56250176_56259007	8	EM
6_56706305_56720874	4	EM
6_56816016_56821197	6.5	EM
6_56910973_56917896	6	EM
6_56950819_56958953	5	EM
6_57034829_57041039	6	EM
6_57073769_57089109	2	UC
6_5995580_6011958	8	EM
6_62992811_63000205	4	EM
6_6318610_6323213	6	EM
6_64029472_64030111	1	UC
6_64229499_64232410	2	UC
6_64344687_64347716	2	UC
6_64513293_64518433	2	UC
6_70499921_70518986	2	UC
6_70575546_70585259	1	UC
6_71008474_71013075	6	EM
6_71122241_71124465	2	UC
6_71275934_71281729	2	UC
6_71374836_71377793	2	UC
6_71664030_71670097	5	EM
6_71995515_72001932	8	EM
6_73330748_73337110	2	UC
6_7346092_7355421	2	UC
6_7389406_7391727	5.5	EM
6_73969781_73974108	13	MM
6_74019241_74020788	13	MM
6_74062966_74076044	12	MM
6_74099985_74112888	8.5	EM
6_74228212_74234059	1	UC
6_74360315_74364870	1	UC
6_74405144_74406775	4	EM
6_7538657_7545492	4	EM
6_7589199_7594609	4	EM
6_75904747_75916837	8	EM
6_75954895_75960734	8	EM
6_75992327_76005024	2	UC
6_76203269_76211968	7	EM
6_76299843_76312907	3	UC
6_76352390_76358384	3	UC
6_7726057_7729965	5	EM
6_78170566_78173592	6	EM
6_79573709_79581665	4	EM
6_79784162_79788896	2	UC
6_79943095_79946518	8	EM
6_8015787_8032371	2	UC
6_80244324_80248105	5	EM
6_80655083_80663528	2	UC
6_80713209_80715668	2	UC
6_80815905_80836516	1	UC
6_8096868_8105864	2	UC
6_82460183_82466059	4	EM
6_82956356_82958617	3	UC
6_83775216_83785627	2	UC
6_83890347_83905527	6	EM
6_84221546_84222871	7	EM
6_8425567_8436422	2	UC
6_84561820_84563852	8	EM
6_84567138_84570613	2	UC
6_84937098_84942594	2	UC
6_86157894_86164182	1	UC
6_86302839_86305053	4	EM
6_86350239_86354230	2	UC
6_87797245_87808942	8	EM
6_87853167_87862959	8	EM
6_88054500_88057046	4	EM
6_88102592_88110634	15	MM
6_88116948_88121237	2	UC
6_88175069_88188030	2	UC
6_88297560_88301398	1.5	UC
6_88408434_88419787	2	UC
6_88874506_88880634	7	EM
6_89671998_89673724	2	UC
6_89789123_89790599	5	EM
6_89854833_89858187	1	UC
6_90010664_90025570	5	EM
6_90120477_90122891	2	UC
6_90142099_90143671	6	EM
6_90529166_90530255	1	UC
6_90603244_90610068	8	EM
6_91005343_91007425	7	EM
6_91294381_91297222	2	UC
6_96024043_96027648	2	UC
6_96967308_96973118	2	UC
6_97009655_97013417	9	EM
6_97284980_97290674	8	EM
6_97339125_97347741	5	EM
6_97367030_97374684	8	EM
6_97724161_97738042	4	EM
6_99278113_99292815	4	EM
6_99795794_99798314	2	UC
6_99841556_99846435	1	UC
6_99872624_99893731	4	EM
6_99964614_99978796	2	UC
7_100022010_100031308	3.5	EM
7_100031309_100035909	5	EM
7_100058487_100092674	8	EM
7_100162503_100186350	5.5	EM
7_100199079_100213971	9.5	EM
7_100242483_100267766	2	UC
7_100267767_100287782	3	UC
7_100301547_100309548	2	UC
7_100467860_100478365	5	EM
7_100486025_100500560	2	UC
7_100663258_100669396	1	UC
7_100728372_100738249	12	MM
7_100804416_100814807	11	MM
7_100861325_100862138	2	UC
7_100954141_100967494	2	UC
7_101005632_101008503	8	EM
7_101257487_101273494	7	EM
7_101456246_101466776	2	UC
7_101926294_101928746	6	EM
7_102037459_102050719	2	UC
7_102071439_102078404	4	EM
7_102089384_102108323	3.5	EM
7_1021719_1032094	8	EM
7_102552087_102553942	8	EM
7_102711133_102716128	3	UC
7_102786844_102790692	1	UC
7_102934997_102946345	1	UC
7_102984629_102990218	2	UC
7_103085191_103089436	1	UC
7_103841042_103848977	2	UC
7_104651065_104655679	3	UC
7_105158053_105168079	1	UC
7_105168080_105172901	2	UC
7_105240911_105243290	2	UC
7_105511615_105525429	9	EM
7_105747205_105754477	6	EM
7_106501235_106506190	2	UC
7_1065596_1082452	2	UC
7_106682320_106686428	1	UC
7_106808977_106809439	4	EM
7_107108841_107113543	5	EM
7_107202598_107205244	1.5	UC
7_107218572_107224607	2	UC
7_107298382_107313219	8	EM
7_107383378_107388499	6	EM
7_107529549_107534723	1	UC
7_107766262_107771683	4	EM
7_108209207_108215425	3.33333333333333	EM
7_1082453_1084761	8	EM
7_10974386_10981559	3	UC
7_110730761_110734700	6	EM
7_111201389_111203042	2	UC
7_111841522_111849511	2	UC
7_112061847_112064070	2	UC
7_112116334_112123945	9	EM
7_112425816_112431569	5	EM
7_112578682_112581044	2	UC
7_112749478_112761357	6	EM
7_113722909_113730629	4	EM
7_114552746_114563206	8	EM
7_115798163_115800738	8	EM
7_115847371_115857096	5	EM
7_115924625_115929514	8	EM
7_116135054_116142201	8	EM
7_116164207_116169246	5	EM
7_116307510_116321257	6	EM
7_116434728_116454406	2	UC
7_116587656_116599332	10	MM
7_117100349_117112124	2	UC
7_1176476_1179156	2	UC
7_117820990_117825294	2	UC
7_1197010_1200280	15	MM
7_1200281_1206153	15	MM
7_120586137_120595623	3	UC
7_120624850_120629938	5	EM
7_120964587_120973499	5	EM
7_121034731_121038102	6	EM
7_121721635_121726424	1	UC
7_122634900_122643859	12	MM
7_123174012_123177105	2	UC
7_123206939_123209311	8	EM
7_123291920_123301885	6	EM
7_123385961_123392354	2	UC
7_124402691_124408299	7	EM
7_124566180_124570167	5	EM
7_12607241_12612695	2	UC
7_1267808_1273873	6	EM
7_126890675_126899916	4	EM
7_127070189_127076277	6	EM
7_127225863_127233102	6	EM
7_127233103_127239233	7	EM
7_12724826_12728593	4	EM
7_127255854_127256383	10	MM
7_127289511_127298661	2	UC
7_127671006_127682714	4	EM
7_127878410_127885667	10	MM
7_128093711_128095981	13	MM
7_128502347_128512063	2	UC
7_128576890_128579426	8	EM
7_128777919_128797401	5	EM
7_128820431_128837130	5	EM
7_128853214_128866189	4	EM
7_129690726_129700790	2	UC
7_129700791_129711530	2	UC
7_129832235_129848280	7	EM
7_129905411_129910433	3	UC
7_129924099_129933511	3	UC
7_130082179_130082892	2	UC
7_130123397_130131393	4	EM
7_130131394_130136127	4	EM
7_130351070_130359447	15	MM
7_130363499_130373574	11	MM
7_130415578_130420020	8	EM
7_130793408_130796988	3	UC
7_131010766_131014763	3	UC
7_132763550_132768050	4	EM
7_132935781_132939707	2	UC
7_133811003_133812509	2	UC
7_133996514_134006844	2	UC
7_134140295_134146545	1	UC
7_134330931_134332325	1	UC
7_134425267_134430833	8	EM
7_134670203_134673323	2	UC
7_134832273_134838721	11.5	MM
7_134878946_134885205	2	UC
7_134894574_134898796	2	UC
7_134909902_134916797	9	EM
7_135428852_135434322	8	EM
7_135653490_135668136	2	UC
7_137529292_137532446	4	EM
7_137684173_137692388	1.5	UC
7_138143717_138146035	5	EM
7_138385645_138386316	1	UC
7_139205929_139226423	11	MM
7_139472294_139479347	2	UC
7_139760725_139766860	5	EM
7_139869640_139878600	5	EM
7_140366555_140392221	3	UC
7_140395542_140402499	6	EM
7_140622631_140625268	4	EM
7_140714818_140717443	4	EM
7_141249571_141251912	4	EM
7_141407898_141414045	8	EM
7_141437747_141445390	1	UC
7_141463303_141465302	11	MM
7_141533809_141546853	11	MM
7_142456915_142457815	2	UC
7_142549777_142555606	4	EM
7_142567261_142585951	3	UC
7_142630450_142645057	7.33333333333333	EM
7_142655059_142667060	9	EM
7_142746193_142757314	11	MM
7_142826954_142831125	10	MM
7_142916049_142919633	9	EM
7_142957854_142977818	9	EM
7_142977819_142989457	7.5	EM
7_143010756_143014020	2	UC
7_143056475_143062086	8	EM
7_143072636_143081630	2	UC
7_143104197_143112096	4	EM
7_143135732_143144316	11	MM
7_143158333_143175830	10	MM
7_143632040_143633303	11	MM
7_143654658_143657770	11	MM
7_143746889_143748717	12	MM
7_143767421_143779623	10	MM
7_143805686_143806832	12	MM
7_143825612_143826362	12	MM
7_148286801_148288606	14	MM
7_148393031_148395637	2	UC
7_148570690_148584979	2	UC
7_148711364_148726471	2	UC
7_148781665_148820576	9	EM
7_148822204_148829956	8.5	EM
7_148930978_148937576	11	MM
7_148958470_148962397	12	MM
7_148981884_148989994	12	MM
7_149193871_149196569	10	MM
7_149411158_149413446	12	MM
7_149517344_149537264	6	EM
7_150035987_150039938	9	EM
7_150063037_150073438	6	EM
7_150146693_150148514	8	EM
7_150405092_150414324	8	EM
7_150720024_150728615	1	UC
7_150771668_150782320	5	EM
7_150782321_150785672	4	EM
7_150866962_150884417	6.5	EM
7_150884418_150902791	8	EM
7_151137491_151140491	8	EM
7_151215438_151230342	2	UC
7_151705798_151725223	5	EM
7_152371981_152388418	2	UC
7_152450889_152457916	2	UC
7_1542034_1551579	2	UC
7_154718902_154726320	15	MM
7_154777391_154797871	4	EM
7_154986672_154991769	15	MM
7_155088026_155094160	3	UC
7_155157827_155165727	15	MM
7_155173835_155182619	15	MM
7_155247684_155262051	6	EM
7_155317120_155328019	2	UC
7_155437103_155441751	10.5	MM
7_155601653_155605224	5	EM
7_1559148_1576432	6	EM
7_156427248_156442595	2	UC
7_156675348_156693072	4	EM
7_156741381_156748358	2	UC
7_156797190_156805780	4	EM
7_156927915_156935000	2	UC
7_157127770_157129029	2	UC
7_158492921_158498699	2	UC
7_1606884_1614362	2	UC
7_16460565_16462078	1	UC
7_16681914_16687053	3	UC
7_16781154_16794824	4	EM
7_16872902_16878949	8	EM
7_16921524_16923584	8	EM
7_1725636_1738329	15	MM
7_17333329_17339625	4	EM
7_1881075_1888085	15	MM
7_19154064_19160186	2	UC
7_19744406_19752750	2	UC
7_19811398_19819479	8	EM
7_20256941_20262335	7	EM
7_20367314_20375708	8	EM
7_20639530_20655362	1	UC
7_20825222_20832031	4	EM
7_21462855_21470927	4	EM
7_21985006_21986802	2	UC
7_2271653_2281302	1.5	UC
7_22758472_22768576	9	EM
7_22860230_22882685	5	EM
7_23047222_23056373	4	EM
7_23141441_23146533	8	EM
7_23217847_23222727	6	EM
7_23337129_23346150	1	UC
7_23431887_23442499	2	UC
7_23507910_23519481	2	UC
7_23569212_23572765	2	UC
7_23636689_23637806	8	EM
7_2390145_2400062	3	UC
7_2414681_2446412	8	EM
7_24317977_24326555	8	EM
7_24804586_24809283	8	EM
7_25019105_25021358	2	UC
7_25164487_25170654	1	UC
7_25213330_25221896	4	EM
7_2551395_2556951	5	EM
7_2590223_2594255	4	EM
7_26190245_26193714	10	MM
7_26238186_26246475	4	EM
7_26331311_26336250	8	EM
7_27130633_27137199	5	EM
7_27137200_27143268	6	EM
7_27143269_27156411	8	EM
7_27169429_27171023	6	EM
7_27181769_27195103	7	EM
7_27207967_27210220	8	EM
7_27216169_27221401	7	EM
7_27221402_27230273	8	EM
7_27230274_27238412	1	UC
7_27238413_27242311	1	UC
7_27282072_27287304	5	EM
7_28214270_28220875	4	EM
7_28337957_28340766	8	EM
7_29183760_29187638	3	UC
7_29225408_29238202	3	UC
7_30020860_30031878	6	EM
7_30059822_30069119	2	UC
7_30173242_30178676	8	EM
7_30315644_30333912	2	UC
7_30511777_30518845	8	EM
7_30540287_30547040	1	UC
7_30632312_30636901	1	UC
7_3068406_3084023	5	EM
7_30735607_30737979	5	EM
7_30806291_30811727	2	UC
7_30976857_30983989	8	EM
7_31088446_31093505	8	EM
7_31723968_31733023	9	EM
7_3200654_3217536	15	MM
7_32327511_32340830	2	UC
7_32933629_32947585	8	EM
7_32996669_33001273	6	EM
7_33048075_33057448	2	UC
7_33099608_33106229	2	UC
7_33143675_33153301	5	EM
7_33168595_33178103	2	UC
7_3338341_3347315	4	EM
7_33941757_33947758	4	EM
7_34696739_34706017	10.5	MM
7_35075504_35079669	2	UC
7_35283128_35294304	5	EM
7_35731933_35742040	2	UC
7_35837238_35843003	2	UC
7_36424332_36432057	6	EM
7_37390698_37399685	2	UC
7_37486524_37491594	2	UC
7_38217052_38222294	6	EM
7_38668543_38678095	2	UC
7_38719797_38729196	2	UC
7_38970151_38972072	2	UC
7_39600890_39606716	4	EM
7_39655869_39665478	4	EM
7_39988554_39992006	2	UC
7_40172633_40177180	4.5	EM
7_41727444_41736387	5	EM
7_41739704_41746701	5	EM
7_42949046_42951948	2	UC
7_42966660_42972073	5	EM
7_43285149_43293141	4	EM
7_43620342_43626078	5	EM
7_43760470_43769775	4	EM
7_43794586_43800238	5	EM
7_43905597_43913998	4	EM
7_43964756_43967662	5	EM
7_44103689_44108440	1	UC
7_44118139_44126308	3	UC
7_44139252_44145677	8	EM
7_44163934_44165019	2	UC
7_44165020_44184171	8	EM
7_44236454_44239722	2	UC
7_44240468_44241223	2	UC
7_44528998_44530639	2	UC
7_44578811_44585646	2	UC
7_44608506_44614864	2	UC
7_44614865_44624335	2	UC
7_44638478_44646872	1	UC
7_44785428_44808359	5	EM
7_44924079_44928636	2	UC
7_45014334_45019187	2	UC
7_45037945_45044131	6	EM
7_45174960_45198119	8	EM
7_45924578_45929159	8	EM
7_45955727_45963820	4	EM
7_47614634_47624339	4	EM
7_47828722_47836952	15	MM
7_47987958_47993938	5	EM
7_48018389_48019717	2	UC
7_48068698_48069853	10	MM
7_48073094_48077825	4	EM
7_48126862_48130341	4	EM
7_4900340_4902636	2	UC
7_50133355_50136498	4	EM
7_50160150_50161011	9	EM
7_50341186_50347256	8	EM
7_50516225_50524991	1	UC
7_50632267_50633268	1	UC
7_51380914_51393959	8	EM
7_5220520_5236321	2	UC
7_5441213_5461830	5	EM
7_5464933_5470759	5	EM
7_54824893_54827314	2	UC
7_54827315_54836550	2	UC
7_55246946_55260892	6	EM
7_55419818_55439215	2	UC
7_5545104_5573854	2	UC
7_55640460_55641353	8	EM
7_56013407_56029918	3.5	EM
7_5601713_5619438	2	UC
7_56156538_56160804	5	EM
7_56173861_56175957	2	UC
7_5629496_5635341	5	EM
7_6067303_6072215	5	EM
7_6096362_6105255	2	UC
7_6382275_6399428	10	MM
7_6409585_6419822	2	UC
7_64249817_64257842	3	UC
7_64833207_64840362	2	UC
7_6519572_6526069	2	UC
7_65664008_65672522	5	EM
7_6587451_6601789	7	EM
7_66386125_66386899	5	EM
7_6713226_6713790	15	MM
7_69059802_69066328	6	EM
7_71911996_71912286	8	EM
7_7194805_7205212	2	UC
7_72815847_72851041	5	EM
7_72935194_72937284	6	EM
7_72970643_72982045	8	EM
7_72982046_72999296	2	UC
7_73035607_73047490	8	EM
7_73074921_73086351	8	EM
7_73089910_73111849	3	UC
7_73126306_73140423	2	UC
7_73431875_73452590	3	UC
7_73490086_73499864	3	UC
7_73577311_73589844	2	UC
7_73607831_73637605	9	EM
7_73664522_73675896	1	UC
7_73701583_73705291	2	UC
7_73862732_73872948	8	EM
7_74054690_74085836	9	EM
7_75366649_75376028	2	UC
7_75417825_75428221	11	MM
7_75451733_75454701	11	MM
7_75471491_75472111	9	EM
7_75526735_75535569	1	UC
7_75555642_75577099	1	UC
7_75676828_75678286	1	UC
7_7575276_7576938	8	EM
7_757881_771209	1.5	UC
7_75823188_75832999	8	EM
7_75921854_75934284	6	EM
7_75982515_75992185	8	EM
7_7606018_7619389	2	UC
7_7670628_7680978	5	EM
7_76826801_76831802	6	EM
7_77045115_77046867	8	EM
7_77161674_77168472	5	EM
7_77325125_77327287	4	EM
7_77426595_77434807	6	EM
7_7756106_7758537	5	EM
7_79761339_79763416	2	UC
7_8007422_8012181	5	EM
7_8298709_8307773	4	EM
7_8471923_8478502	8	EM
7_84814823_84817373	8	EM
7_849699_857238	2	UC
7_86687153_86690815	2	UC
7_86779551_86783064	2	UC
7_86845192_86851006	5	EM
7_86971980_86975632	5	EM
7_87109481_87112603	1	UC
7_87250887_87257421	4	EM
7_87504251_87507647	2.5	UC
7_88387538_88399204	9	EM
7_88417683_88427524	2	UC
7_89795671_89797749	2	UC
7_89837043_89842338	2	UC
7_89872993_89880554	2	UC
7_89961352_89965169	4	EM
7_90090266_90099527	6	EM
7_90224880_90229044	4	EM
7_909888_931702	2	UC
7_91507476_91510772	8	EM
7_91549727_91572959	6	EM
7_91770818_91781750	2	UC
7_91872667_91876695	5.5	EM
7_92074886_92079481	4	EM
7_92155640_92157920	2	UC
7_92157921_92161372	2	UC
7_92218541_92226602	2	UC
7_92460612_92467461	4	EM
7_92747086_92751437	8	EM
7_92850683_92857831	8	EM
7_92859292_92864065	2	UC
7_93518811_93526004	6	EM
7_93550721_93554865	9	EM
7_93632798_93634344	2	UC
7_94009370_94025003	1	UC
7_94133862_94141866	2	UC
7_94276483_94296436	12	MM
7_95021184_95035313	5.5	EM
7_95061943_95065305	3	UC
7_95106919_95109142	8	EM
7_95401032_95403784	2	UC
7_96632605_96644983	8	EM
7_96653663_96657880	6	EM
7_96743050_96746650	2	UC
7_97342184_97362791	8	EM
7_97498486_97502065	1	UC
7_97735306_97739308	6	EM
7_97839117_97860168	5	EM
7_97876782_97881974	5	EM
7_97931550_97943714	5.5	EM
7_98027578_98031224	6	EM
7_98244625_98248860	8	EM
7_98466008_98470590	4	EM
7_98471562_98489604	2	UC
7_98921124_98927016	2	UC
7_98970603_98972764	2	UC
7_99008334_99015235	2	UC
7_99091655_99115550	11.5	MM
7_99153562_99157580	12.5	MM
7_99213081_99215681	12	MM
7_992498_1000005	4	EM
7_99377673_99384999	1	UC
7_99462954_99475200	12	MM
7_99515070_99519011	12	MM
7_99572302_99585817	11	MM
7_99595888_99615570	2	UC
7_99684751_99693202	2	UC
7_99697164_99703426	2	UC
7_99715349_99722620	3	UC
7_99722779_99731257	1	UC
7_99740024_99747891	5	EM
7_99747892_99772717	7.5	EM
7_99772718_99781037	6	EM
7_99800318_99825186	5	EM
7_99959713_99966424	12	MM
7_99995835_100003646	5	EM
8_100903972_100906933	6	EM
8_101133618_101148442	4	EM
8_101148443_101164371	3	UC
8_101168232_101175233	2	UC
8_101569346_101573667	4	EM
8_101630462_101635382	10	MM
8_101670280_101679895	10	MM
8_101730634_101736806	2	UC
8_101965454_101968973	2	UC
8_103250013_103257171	1	UC
8_103420648_103432231	4	EM
8_103563482_103563824	6	EM
8_103664646_103670885	4	EM
8_10373410_10384441	9	EM
8_103868858_103879107	8	EM
8_104022187_104035354	2	UC
8_104150328_104153539	8	EM
8_104310067_104311835	7	EM
8_104380396_104385385	5	EM
8_104422579_104431804	2	UC
8_10522736_10538704	4	EM
8_105347516_105351791	6	EM
8_105477253_105480109	1	UC
8_105599231_105614029	6	EM
8_10566485_10571164	8	EM
8_10694867_10703101	5	EM
8_107281965_107284433	2	UC
8_107669117_107671555	2	UC
8_108508434_108513288	8	EM
8_109441856_109450977	2	UC
8_109450978_109456280	2	UC
8_109797989_109808667	5	EM
8_110098517_110099248	6	EM
8_110345036_110352025	2	UC
8_11057286_11059709	4	EM
8_110655494_110659767	8	EM
8_110702870_110708208	8	EM
8_11141823_11150771	4	EM
8_11185481_11190965	10	MM
8_11221346_11228036	15	MM
8_11246024_11250237	15	MM
8_11330802_11342964	7	EM
8_114447478_114453831	6	EM
8_11531479_11540100	2	UC
8_11615312_11627803	9	EM
8_11654076_11666436	1	UC
8_11719268_11728256	2	UC
8_117769788_117779754	2	UC
8_117884662_117889794	2	UC
8_11820898_11838946	12	MM
8_11838947_11843997	12	MM
8_118532594_118534546	4	EM
8_11853498_11860790	12	MM
8_119119522_119124858	2	UC
8_119964240_119966356	8	EM
8_120005074_120009636	8	EM
8_120078831_120081359	8	EM
8_120845007_120848874	2	UC
8_120865777_120868643	2	UC
8_120884612_120887475	2	UC
8_121455910_121460898	3	UC
8_121825407_121828120	4	EM
8_123792637_123806030	6	EM
8_124049135_124055921	2	UC
8_124187613_124191440	9	EM
8_124192240_124197183	9	EM
8_124279416_124284110	7	EM
8_124284913_124294445	7	EM
8_124422228_124439484	2	UC
8_124662647_124668747	8	EM
8_124774383_124781557	2	UC
8_125381543_125386098	2	UC
8_125462235_125463841	1	UC
8_125483356_125490171	6	EM
8_125548958_125551957	1.5	UC
8_125730521_125744854	5	EM
8_125983363_125987595	11	MM
8_126007452_126015447	2	UC
8_126101958_126108747	2	UC
8_12611219_12622413	2	UC
8_126433576_126445817	8	EM
8_127566877_127570005	8	EM
8_128745991_128756979	3	UC
8_131169792_131176916	2	UC
8_131454761_131464433	2	UC
8_132053643_132056079	4	EM
8_132910676_132919209	2	UC
8_133492068_133505457	2	UC
8_133680669_133688257	2	UC
8_133786747_133791662	3	UC
8_133852946_133856865	3	UC
8_133876406_133879760	8	EM
8_13410536_13424686	5	EM
8_134115095_134116106	8	EM
8_134198047_134211320	7	EM
8_134306102_134315319	2	UC
8_134580784_134590500	8	EM
8_135724557_135732661	8	EM
8_139923298_139931037	1	UC
8_140702973_140718568	4	EM
8_141517849_141527004	2	UC
8_141644300_141669291	2	UC
8_142123526_142129764	5	EM
8_142136544_142143923	5	EM
8_142256904_142268066	7	EM
8_142315209_142320503	7	EM
8_142341618_142391916	8	EM
8_143750032_143754495	8	EM
8_143769511_143783691	13	MM
8_143801967_143811550	5	EM
8_143819477_143827286	11	MM
8_143855944_143861702	12	MM
8_143861703_143877417	8	EM
8_143959264_143962555	6	EM
8_144112879_144121343	15	MM
8_144439280_144468934	2	UC
8_144641345_144657289	11	MM
8_144657290_144663958	1.5	UC
8_144865942_144904898	2	UC
8_144906133_144914105	2	UC
8_144920479_144924539	6	EM
8_145132796_145134225	1	UC
8_145528027_145546961	2	UC
8_146044935_146054481	2	UC
8_16857419_16860424	8	EM
8_16880099_16889992	5	EM
8_1698826_1714361	8	EM
8_17010833_17015589	6	EM
8_17097764_17109031	2	UC
