GeneID	gene_id	Entrez	Phylostrata	mainAge
MRGPRX3	ENSG00000179826	117195	10	MM
NKX3-1	ENSG00000167034	4824	10	MM
CCRL2	ENSG00000121797	9034	10	MM
GNLY	ENSG00000115523	10578	10	MM
LY6G6D	ENSG00000234443	58530	10	MM
SPATC1	ENSG00000186583	375686	10	MM
TRBV6-7	ENSG00000260429	0	10	MM
ZSCAN10	ENSG00000130182	84891	10	MM
LSMEM2	ENSG00000179564	132228	10	MM
FOXD4L2	ENSG00000204828	349334	10	MM
OR2G3	ENSG00000177476	81469	10	MM
BPIFA1	ENSG00000198183	51297	10	MM
TEX28P1	ENSG00000182242	1527	10	MM
LSMEM2	ENSG00000261869	132228	10	MM
CCR1	ENSG00000163823	1230	10	MM
NR5A1	ENSG00000136931	2516	10	MM
TAS1R2	ENSG00000179002	80834	10	MM
IFI6	ENSG00000126709	2537	10	MM
TPSAB1	ENSG00000172236	7177	10	MM
C11orf84	ENSG00000168005	144097	10	MM
KRT37	ENSG00000108417	8688	10	MM
TRBV6-9	ENSG00000211732	0	10	MM
CDSN	ENSG00000204539	1041	10	MM
QRFP	ENSG00000188710	347148	10	MM
CDKL3	ENSG00000006837	51265	10	MM
OR8K3	ENSG00000181689	219473	10	MM
FAM83E	ENSG00000105523	54854	10	MM
ZNF746	ENSG00000181220	155061	10	MM
CD300E	ENSG00000186407	342510	10	MM
IGLV4-60	ENSG00000211639	0	10	MM
OR10A6	ENSG00000175393	390093	10	MM
KRTAP13-1	ENSG00000198390	140258	10	MM
ORAI3	ENSG00000175938	93129	10	MM
TRBV6-4	ENSG00000261287	0	10	MM
ELANE	ENSG00000197561	1991	10	MM
IL1RN	ENSG00000136689	3557	10	MM
FOXD4L5	ENSG00000204779	653427	10	MM
TRAPPC6A	ENSG00000007255	79090	10	MM
FAM71A	ENSG00000162771	149647	10	MM
PDZD9	ENSG00000155714	255762	10	MM
ACTRT1	ENSG00000123165	139741	10	MM
SPAG5	ENSG00000076382	10615	10	MM
ROPN1	ENSG00000065371	54763	10	MM
S100A3	ENSG00000188015	6274	10	MM
ACTRT2	ENSG00000169717	140625	10	MM
CCDC129	ENSG00000180347	223075	10	MM
C16orf90	ENSG00000215131	646174	10	MM
IGLV4-69	ENSG00000211637	0	10	MM
C16orf54	ENSG00000185905	283897	10	MM
TEX15	ENSG00000133863	56154	10	MM
IGLV7-46	ENSG00000211649	0	10	MM
CFHR4	ENSG00000134365	10877	10	MM
SLC22A11	ENSG00000168065	55867	10	MM
CD37	ENSG00000104894	951	10	MM
OR4X2	ENSG00000172208	119764	10	MM
IGLV5-52	ENSG00000211643	0	10	MM
KRTAP10-7	ENSG00000205441	0	10	MM
OR4S2	ENSG00000174982	219431	10	MM
AMELX	ENSG00000125363	265	10	MM
SLC22A12	ENSG00000197891	116085	10	MM
SPOCD1	ENSG00000134668	90853	10	MM
IL23A	ENSG00000110944	51561	10	MM
IL18BP	ENSG00000137496	10068	10	MM
AKAP8	ENSG00000105127	10270	10	MM
KRTAP10-3	ENSG00000212935	386682	10	MM
VSIG10L	ENSG00000186806	147645	10	MM
MRO	ENSG00000134042	83876	10	MM
SEPT1	ENSG00000180096	1731	10	MM
OR8J1	ENSG00000172487	219477	10	MM
CCDC110	ENSG00000168491	256309	10	MM
KRT36	ENSG00000126337	8689	10	MM
VEGFB	ENSG00000173511	7423	10	MM
KRTAP8-1	ENSG00000183640	337879	10	MM
NLRP10	ENSG00000182261	338322	10	MM
PRG2	ENSG00000186652	5553	10	MM
IGLV4-3	ENSG00000211672	0	10	MM
TRBV6-6	ENSG00000260116	0	10	MM
TAS2R1	ENSG00000169777	50834	10	MM
TMEM106A	ENSG00000184988	113277	11	MM
NCR1	ENSG00000189430	9437	11	MM
NCR1	ENSG00000262832	9437	11	MM
C9orf84	ENSG00000165181	158401	11	MM
IGLV3-25	ENSG00000211659	0	11	MM
NCR1	ENSG00000262923	9437	11	MM
DHRS2	ENSG00000100867	10202	11	MM
C20orf144	ENSG00000149609	128864	11	MM
NR1I3	ENSG00000143257	9970	11	MM
DARC	ENSG00000213088	2532	11	MM
NCR1	ENSG00000271000	9437	11	MM
MCCD1	ENSG00000238238	401250	11	MM
PRKCDBP	ENSG00000170955	112464	11	MM
TMEM190	ENSG00000160472	147744	11	MM
TRBV30	ENSG00000237254	0	11	MM
GPSM3	ENSG00000234508	63940	11	MM
OR51F2	ENSG00000176925	119694	11	MM
OR52H1	ENSG00000181616	390067	11	MM
MCCD1	ENSG00000231975	401250	11	MM
RNF183	ENSG00000165188	138065	11	MM
MCCD1	ENSG00000228662	401250	11	MM
MCCD1	ENSG00000225228	401250	11	MM
ADORA3	ENSG00000121933	140	11	MM
NCR1	ENSG00000262717	9437	11	MM
OR5V1	ENSG00000240130	81696	11	MM
MANSC4	ENSG00000205693	100287284	11	MM
OVOL3	ENSG00000105261	728361	11	MM
PSG8	ENSG00000124467	440533	11	MM
FCRL4	ENSG00000163518	83417	11	MM
TBC1D10C	ENSG00000175463	374403	11	MM
OR6C6	ENSG00000188324	283365	11	MM
THPO	ENSG00000090534	7066	11	MM
PSORS1C2	ENSG00000204538	170680	11	MM
PRTN3	ENSG00000196415	5657	11	MM
ACTL9	ENSG00000181786	284382	11	MM
OR4D6	ENSG00000166884	219983	11	MM
NCR1	ENSG00000262680	9437	11	MM
CHI3L2	ENSG00000064886	1117	11	MM
SLC27A3	ENSG00000263163	11000	11	MM
C2CD4A	ENSG00000198535	145741	11	MM
TMEM102	ENSG00000181284	284114	11	MM
TAS2R7	ENSG00000121377	50837	11	MM
KLK11	ENSG00000167757	11012	11	MM
RNF186	ENSG00000178828	54546	11	MM
OR10W1	ENSG00000172772	81341	11	MM
CYP2F1	ENSG00000197446	1572	11	MM
PSORS1C2	ENSG00000234605	170680	11	MM
TRBV5-4	ENSG00000230099	0	11	MM
TRBV5-6	ENSG00000260106	0	11	MM
C6orf25	ENSG00000230060	80739	11	MM
TMSB10	ENSG00000034510	9168	11	MM
MRGPRF	ENSG00000172935	116535	11	MM
SLC34A3	ENSG00000198569	142680	11	MM
MCCD1	ENSG00000204511	401250	11	MM
FAM71E2	ENSG00000180043	284418	11	MM
HEXIM2	ENSG00000168517	124790	11	MM
PSORS1C2	ENSG00000224544	170680	11	MM
CLEC2L	ENSG00000236279	154790	11	MM
KLF1	ENSG00000105610	10661	11	MM
TAAR8	ENSG00000146385	83551	11	MM
HOXD8	ENSG00000175879	3234	11	MM
OASL	ENSG00000135114	8638	11	MM
KCNA7	ENSG00000104848	3743	11	MM
PPY	ENSG00000108849	5539	11	MM
MCCD1	ENSG00000226923	401250	11	MM
C6orf25	ENSG00000204420	80739	11	MM
CCL24	ENSG00000262306	6369	11	MM
OR5F1	ENSG00000149133	338674	11	MM
DNASE1L1	ENSG00000267993	1774	11	MM
CHTF8	ENSG00000263203	54921	11	MM
TRBV5-1	ENSG00000211734	0	11	MM
RNF125	ENSG00000101695	54941	11	MM
TRBV5-3	ENSG00000261237	0	11	MM
OR2W1	ENSG00000229328	26692	11	MM
ICAM3	ENSG00000076662	3385	11	MM
OR51F1	ENSG00000188069	256892	11	MM
MROH7	ENSG00000184313	374977	11	MM
TRBV9	ENSG00000211716	0	11	MM
BNIPL	ENSG00000163141	149428	11	MM
ART3	ENSG00000156219	419	11	MM
COX4I2	ENSG00000131055	84701	11	MM
TRBV7-3	ENSG00000211714	0	11	MM
MYPOP	ENSG00000176182	339344	11	MM
GPSM3	ENSG00000237052	63940	11	MM
TRIM40	ENSG00000204614	135644	11	MM
CYP2E1	ENSG00000130649	1571	11	MM
FAM180B	ENSG00000196666	399888	11	MM
TRBV7-6	ENSG00000260216	0	11	MM
C6orf15	ENSG00000229432	29113	11	MM
OR2T27	ENSG00000187701	403239	11	MM
KRT12	ENSG00000187242	3859	11	MM
OR5L2	ENSG00000205030	26338	11	MM
OR52B4	ENSG00000221996	143496	11	MM
OR5V1	ENSG00000233046	81696	11	MM
THRSP	ENSG00000151365	7069	11	MM
OR10R2	ENSG00000198965	343406	11	MM
FAM71F1	ENSG00000135248	84691	11	MM
CEACAM19	ENSG00000186567	56971	11	MM
OR6V1	ENSG00000225781	346517	11	MM
NCR1	ENSG00000263100	9437	11	MM
NCR1	ENSG00000262182	9437	11	MM
TRBV7-8	ENSG00000261571	0	11	MM
PSORS1C2	ENSG00000227246	170680	11	MM
OR8B8	ENSG00000197125	26493	11	MM
RINL	ENSG00000187994	126432	11	MM
MRGPRE	ENSG00000184350	116534	11	MM
C6orf15	ENSG00000231624	29113	11	MM
ZCWPW2	ENSG00000206559	152098	11	MM
APOBEC1	ENSG00000111701	339	11	MM
TAS2R3	ENSG00000127362	50831	11	MM
IL17RB	ENSG00000056736	55540	11	MM
OR51Q1	ENSG00000167360	390061	11	MM
TMCO5A	ENSG00000166069	145942	11	MM
OR52K1	ENSG00000196778	390036	11	MM
NCR1	ENSG00000261880	9437	11	MM
REG3G	ENSG00000143954	130120	11	MM
DEFB106B	ENSG00000187082	245909	11	MM
OR52A5	ENSG00000171944	390054	11	MM
MEPE	ENSG00000152595	56955	11	MM
RNASE8	ENSG00000173431	122665	11	MM
DPCR1	ENSG00000168631	135656	11	MM
ADIRF	ENSG00000148671	10974	11	MM
OR10Q1	ENSG00000180475	219960	11	MM
BPIFB2	ENSG00000078898	80341	11	MM
C6orf15	ENSG00000224105	29113	11	MM
CITED4	ENSG00000179862	163732	11	MM
PRICKLE4	ENSG00000124593	29964	11	MM
BTN2A2	ENSG00000124508	10385	11	MM
OR6V1	ENSG00000261323	346517	11	MM
KRT12	ENSG00000263243	3859	11	MM
TSACC	ENSG00000163467	128229	11	MM
TOMM6	ENSG00000214736	100188893	11	MM
C1orf54	ENSG00000266177	79630	11	MM
C1orf56	ENSG00000143443	54964	11	MM
OR5V1	ENSG00000243729	81696	11	MM
MRGPRX4	ENSG00000179817	117196	11	MM
DPPA4	ENSG00000121570	55211	11	MM
RFX8	ENSG00000196460	731220	11	MM
OR2V1	ENSG00000185372	26693	11	MM
FCGR2B	ENSG00000072694	2213	11	MM
C6orf47	ENSG00000228177	57827	11	MM
OR51S1	ENSG00000176922	119692	11	MM
OR8A1	ENSG00000196119	390275	11	MM
APOA2	ENSG00000158874	336	11	MM
C1orf54	ENSG00000118292	79630	11	MM
C12orf68	ENSG00000177875	387856	11	MM
C3orf62	ENSG00000188315	375341	11	MM
SLAMF9	ENSG00000162723	89886	11	MM
OR52B6	ENSG00000187747	340980	11	MM
ASPHD1	ENSG00000174939	253982	11	MM
OR52E2	ENSG00000176787	119678	11	MM
CLEC1A	ENSG00000150048	51267	11	MM
GPSM3	ENSG00000236697	63940	11	MM
C17orf96	ENSG00000179294	100170841	11	MM
RIMBP3B	ENSG00000196934	440804	11	MM
RIMBP3C	ENSG00000183246	150221	11	MM
FAM47E-STBD1	ENSG00000118804	8987	11	MM
OR6C1	ENSG00000205330	390321	11	MM
REG3A	ENSG00000172016	5068	11	MM
ANKRD20A3	ENSG00000132498	441425	11	MM
HRK	ENSG00000135116	8739	11	MM
GGN	ENSG00000179168	199720	11	MM
CMTM5	ENSG00000166091	116173	11	MM
OR2H2	ENSG00000204657	7932	11	MM
MEFV	ENSG00000103313	4210	11	MM
OR6S1	ENSG00000181803	341799	11	MM
TRBV7-4	ENSG00000253409	0	11	MM
CABP4	ENSG00000175544	57010	11	MM
OR9G4	ENSG00000172457	283189	11	MM
OR6Y1	ENSG00000197532	391112	11	MM
OR9I1	ENSG00000172377	219954	11	MM
SLFN13	ENSG00000154760	146857	11	MM
OR9Q1	ENSG00000186509	219956	11	MM
TRBV9	ENSG00000261031	0	11	MM
OR5AP2	ENSG00000172464	338675	11	MM
KRTAP4-12	ENSG00000213416	83755	11	MM
OR5V1	ENSG00000227137	81696	11	MM
RASSF7	ENSG00000099849	8045	11	MM
OR11A1	ENSG00000237258	26531	11	MM
CHTF8	ENSG00000168802	54921	11	MM
C5AR2	ENSG00000134830	27202	11	MM
OR2V2	ENSG00000182613	285659	11	MM
OR5B21	ENSG00000198283	219968	11	MM
OR11L1	ENSG00000197591	391189	11	MM
TRBV5-5	ENSG00000211725	0	11	MM
LALBA	ENSG00000167531	3906	11	MM
S100A16	ENSG00000188643	140576	11	MM
SLC27A3	ENSG00000143554	11000	11	MM
PSG1	ENSG00000231924	5669	11	MM
PSG6	ENSG00000170848	5675	11	MM
PSG4	ENSG00000243137	5672	11	MM
OR2Y1	ENSG00000174339	134083	11	MM
DNASE1L1	ENSG00000013563	1774	11	MM
CES3	ENSG00000172828	23491	11	MM
OR52J3	ENSG00000205495	119679	11	MM
MS4A3	ENSG00000149516	932	11	MM
OR6K2	ENSG00000196171	81448	11	MM
OR52K2	ENSG00000181963	119774	11	MM
ZKSCAN4	ENSG00000187626	387032	11	MM
ZKSCAN5	ENSG00000196652	23660	11	MM
C9orf169	ENSG00000197191	375791	11	MM
OR5M3	ENSG00000174937	219482	11	MM
KIFC2	ENSG00000167702	90990	11	MM
RNASE7	ENSG00000165799	84659	11	MM
SYNGR4	ENSG00000105467	23546	11	MM
NRL	ENSG00000129535	4901	11	MM
LCN10	ENSG00000187922	414332	11	MM
ACTL7A	ENSG00000187003	10881	11	MM
LCN2	ENSG00000148346	3934	11	MM
C4orf36	ENSG00000163633	132989	11	MM
OR2AG1	ENSG00000170803	144125	11	MM
ACTL9	ENSG00000263000	284382	11	MM
SLC2A7	ENSG00000197241	155184	11	MM
AUNIP	ENSG00000127423	79000	11	MM
BTNL8	ENSG00000113303	79908	11	MM
IGLV3-22	ENSG00000211661	0	11	MM
B3GNT8	ENSG00000177191	374907	11	MM
IGLV3-27	ENSG00000211658	0	11	MM
VSIG2	ENSG00000019102	23584	11	MM
OR5V1	ENSG00000243441	81696	11	MM
KRTAP4-6	ENSG00000198090	81871	11	MM
OR6A2	ENSG00000184933	8590	11	MM
KRTAP4-9	ENSG00000262121	100132386	11	MM
GPR31	ENSG00000120436	2853	11	MM
OR6B2	ENSG00000182083	389090	11	MM
CCDC116	ENSG00000161180	164592	11	MM
OR4K15	ENSG00000169488	81127	11	MM
CMA1	ENSG00000092009	1215	11	MM
AWAT1	ENSG00000204195	158833	11	MM
GLTPD2	ENSG00000182327	388323	11	MM
DMPK	ENSG00000104936	1760	11	MM
AKAP3	ENSG00000111254	10566	11	MM
CRYGD	ENSG00000118231	1421	11	MM
AZGP1	ENSG00000160862	563	11	MM
CES4A	ENSG00000172824	283848	11	MM
OR8I2	ENSG00000172154	120586	11	MM
RIMBP3	ENSG00000196622	85376	11	MM
ZKSCAN3	ENSG00000189298	80317	11	MM
APOC1	ENSG00000130208	341	11	MM
OR6K3	ENSG00000203757	391114	11	MM
APOC3	ENSG00000110245	345	11	MM
OR6M1	ENSG00000196099	390261	11	MM
OR5M8	ENSG00000181371	219484	11	MM
RNASE3	ENSG00000169397	6037	11	MM
NYNRIN	ENSG00000205978	57523	11	MM
OR6Q1	ENSG00000172381	219952	11	MM
C2orf80	ENSG00000188674	389073	11	MM
OR6T1	ENSG00000181499	219874	11	MM
ZNF18	ENSG00000154957	7566	11	MM
TAAR6	ENSG00000146383	319100	11	MM
OR6X1	ENSG00000221931	390260	11	MM
TRBV3-1	ENSG00000260222	0	11	MM
NFATC4	ENSG00000100968	4776	11	MM
TRBV30	ENSG00000261262	0	11	MM
RTN2	ENSG00000125744	6253	11	MM
AKR1E2	ENSG00000165568	83592	11	MM
FBXO27	ENSG00000161243	126433	11	MM
CLDN6	ENSG00000184697	9074	11	MM
NCR1	ENSG00000262661	9437	11	MM
TRBV5-1	ENSG00000260227	0	11	MM
FAM98C	ENSG00000130244	147965	11	MM
TRBV5-3	ENSG00000211715	0	11	MM
PSORS1C2	ENSG00000206459	170680	11	MM
TRBV5-4	ENSG00000260843	0	11	MM
FCGR3A	ENSG00000203747	2214	11	MM
TRBV5-5	ENSG00000260732	0	11	MM
FCGRT	ENSG00000104870	2217	11	MM
TRBV5-6	ENSG00000211728	0	11	MM
ZNF213	ENSG00000085644	7760	11	MM
TRBV5-7	ENSG00000211731	0	11	MM
TRBV5-7	ENSG00000261484	0	11	MM
MCCD1	ENSG00000226841	401250	11	MM
FCRL3	ENSG00000160856	115352	11	MM
C3orf80	ENSG00000180044	401097	11	MM
OR6C74	ENSG00000197706	254783	11	MM
GPR150	ENSG00000178015	285601	11	MM
RNASE1	ENSG00000129538	6035	11	MM
MMP8	ENSG00000118113	4317	11	MM
HIGD1B	ENSG00000131097	51751	11	MM
DEFB106A	ENSG00000186579	245909	11	MM
KLK5	ENSG00000167754	25818	11	MM
TMEM261	ENSG00000137038	90871	11	MM
TAS2R7	ENSG00000273326	50837	11	MM
C4BPB	ENSG00000123843	725	11	MM
RXFP4	ENSG00000173080	339403	11	MM
TDRD10	ENSG00000163239	126668	11	MM
TRBV7-4	ENSG00000259913	0	11	MM
CATSPERD	ENSG00000174898	257062	11	MM
RHOD	ENSG00000173156	29984	11	MM
TRBV7-6	ENSG00000211727	0	11	MM
PEBP4	ENSG00000134020	157310	11	MM
TRBV7-7	ENSG00000261022	0	11	MM
TRBV7-7	ENSG00000253291	0	11	MM
XG	ENSG00000124343	7499	11	MM
OR9Q2	ENSG00000186513	219957	11	MM
C4orf46	ENSG00000205208	201725	11	MM
PSORS1C2	ENSG00000232127	170680	11	MM
OR2T4	ENSG00000196944	127074	11	MM
SERPINB7	ENSG00000166396	8710	11	MM
OR2T5	ENSG00000203661	401993	11	MM
OR5B12	ENSG00000172362	390191	11	MM
OR5B17	ENSG00000197786	219965	11	MM
FFAR1	ENSG00000126266	2864	11	MM
ICAM2	ENSG00000108622	3384	11	MM
BANF2	ENSG00000125888	140836	11	MM
OR5C1	ENSG00000148215	392391	11	MM
GPR137	ENSG00000173264	56834	11	MM
OR5D14	ENSG00000186113	219436	11	MM
GCSAML	ENSG00000169224	148823	11	MM
FGD2	ENSG00000146192	221472	11	MM
IL27	ENSG00000197272	246778	11	MM
S100A5	ENSG00000196420	6276	11	MM
LBX2	ENSG00000179528	85474	11	MM
TULP2	ENSG00000104804	7288	11	MM
MCCD1	ENSG00000206447	401250	11	MM
OR2K2	ENSG00000171133	26248	11	MM
KLK15	ENSG00000174562	55554	11	MM
ASPRV1	ENSG00000244617	151516	11	MM
ZNF3	ENSG00000166526	7551	11	MM
S100G	ENSG00000169906	795	11	MM
S100P	ENSG00000163993	6286	11	MM
LILRA2	ENSG00000262004	11027	11	MM
LILRA2	ENSG00000270501	11027	11	MM
LILRA2	ENSG00000239998	11027	11	MM
GGNBP1	ENSG00000204188	0	11	MM
FABP9	ENSG00000205186	646480	11	MM
LILRA4	ENSG00000261929	23547	11	MM
LILRA4	ENSG00000262284	23547	11	MM
LILRA4	ENSG00000270366	23547	11	MM
LILRA5	ENSG00000262800	353514	11	MM
ACTL7B	ENSG00000148156	10880	11	MM
LILRA5	ENSG00000262610	353514	11	MM
LILRA5	ENSG00000187116	353514	11	MM
IGLV3-16	ENSG00000211665	0	11	MM
LILRA6	ENSG00000244482	0	11	MM
LILRA6	ENSG00000262320	0	11	MM
LILRB1	ENSG00000262985	10859	11	MM
MRGPRX2	ENSG00000183695	117194	11	MM
FAM186A	ENSG00000185958	121006	11	MM
SALL2	ENSG00000165821	6297	11	MM
DLX4	ENSG00000108813	1748	11	MM
FAM187B	ENSG00000177558	148109	11	MM
OR5W2	ENSG00000187612	390148	11	MM
NKX2-6	ENSG00000180053	137814	11	MM
CLC	ENSG00000105205	1178	11	MM
DGAT2L6	ENSG00000184210	347516	11	MM
OR6B3	ENSG00000178586	150681	11	MM
CA11	ENSG00000063180	770	11	MM
TMEM202	ENSG00000187806	338949	11	MM
LILRB5	ENSG00000105609	10990	11	MM
LILRB5	ENSG00000263021	10990	11	MM
RLN2	ENSG00000107014	6019	11	MM
C6orf15	ENSG00000225543	29113	11	MM
IFIT1	ENSG00000185745	3434	11	MM
BCL2L10	ENSG00000137875	10017	11	MM
IFIT1B	ENSG00000204010	439996	11	MM
SLURP1	ENSG00000126233	57152	11	MM
IL36B	ENSG00000136696	27177	11	MM
KRT35	ENSG00000197079	3886	11	MM
ZDHHC19	ENSG00000163958	131540	11	MM
DPCR1	ENSG00000229284	135656	11	MM
OR6K6	ENSG00000180433	128371	11	MM
ADAM15	ENSG00000143537	8751	11	MM
RNASE2	ENSG00000169385	6036	11	MM
TIGIT	ENSG00000181847	201633	11	MM
TAS2R7	ENSG00000273404	50837	11	MM
ADAM18	ENSG00000168619	8749	11	MM
INHBC	ENSG00000175189	3626	11	MM
NANOG	ENSG00000111704	79923	11	MM
ZACN	ENSG00000186919	353174	11	MM
RORC	ENSG00000143365	6097	11	MM
C2orf88	ENSG00000187699	84281	11	MM
C6orf25	ENSG00000228090	80739	11	MM
C6orf25	ENSG00000206396	80739	11	MM
LINGO4	ENSG00000213171	339398	11	MM
C6orf25	ENSG00000224393	80739	11	MM
DYNAP	ENSG00000178690	284254	11	MM
TCHHL1	ENSG00000182898	126637	11	MM
AMTN	ENSG00000187689	401138	11	MM
C6orf47	ENSG00000203623	57827	11	MM
C6orf47	ENSG00000204439	57827	11	MM
ZNF2	ENSG00000163067	7549	11	MM
C6orf47	ENSG00000226531	57827	11	MM
CPSF4L	ENSG00000187959	642843	11	MM
C6orf47	ENSG00000226103	57827	11	MM
OR51T1	ENSG00000176900	401665	11	MM
LIPN	ENSG00000204020	643418	11	MM
OCEL1	ENSG00000099330	79629	11	MM
TRIM40	ENSG00000233931	135644	11	MM
TRIM40	ENSG00000236399	135644	11	MM
TRIM40	ENSG00000227458	135644	11	MM
TRIM40	ENSG00000172524	135644	11	MM
TRIM40	ENSG00000237046	135644	11	MM
TRIM40	ENSG00000228001	135644	11	MM
TRIM40	ENSG00000224496	135644	11	MM
CCDC182	ENSG00000166329	101927581	11	MM
SOX12	ENSG00000177732	6666	11	MM
WBP2NL	ENSG00000183066	164684	11	MM
C7orf34	ENSG00000165131	135927	11	MM
SCAND1	ENSG00000171222	51282	11	MM
FAM229B	ENSG00000203778	619208	11	MM
FAM229B	ENSG00000264440	619208	11	MM
OR52M1	ENSG00000197790	119772	11	MM
KLK7	ENSG00000169035	5650	11	MM
ANXA9	ENSG00000143412	8416	11	MM
SLC25A41	ENSG00000181240	284427	11	MM
OR52N5	ENSG00000181009	390075	11	MM
OR52W1	ENSG00000175485	120787	11	MM
ZNF467	ENSG00000181444	168544	11	MM
ZNF24	ENSG00000172466	7572	11	MM
OR56A3	ENSG00000184478	390083	11	MM
HCFC1R1	ENSG00000103145	54985	11	MM
SP140	ENSG00000079263	11262	11	MM
SP140L	ENSG00000185404	93349	11	MM
OR5A1	ENSG00000172320	219982	11	MM
TRBV7-8	ENSG00000229200	0	11	MM
REP15	ENSG00000174236	387849	11	MM
IGFBPL1	ENSG00000137142	347252	11	MM
BHMT2	ENSG00000132840	23743	11	MM
PABPN1L	ENSG00000205022	390748	11	MM
OR5AS1	ENSG00000181785	219447	11	MM
TREM1	ENSG00000124731	54210	11	MM
CBLN3	ENSG00000139899	643866	11	MM
PRND	ENSG00000171864	23627	11	MM
C8orf58	ENSG00000241852	541565	11	MM
PROB1	ENSG00000228672	389333	11	MM
TSPO2	ENSG00000112212	222642	11	MM
SCGB3A1	ENSG00000161055	92304	11	MM
ZNF496	ENSG00000162714	84838	11	MM
S100A14	ENSG00000189334	57402	11	MM
ZBTB9	ENSG00000213588	221504	11	MM
ZBTB9	ENSG00000236515	221504	11	MM
OR5H1	ENSG00000231192	26341	11	MM
GUCA2A	ENSG00000197273	2980	11	MM
OR5H2	ENSG00000197938	79310	11	MM
MFAP4	ENSG00000166482	4239	11	MM
ADH7	ENSG00000196344	131	11	MM
C7orf34	ENSG00000260557	135927	11	MM
OR5K1	ENSG00000232382	26339	11	MM
FAM47E-STBD1	ENSG00000272414	8987	11	MM
OPALIN	ENSG00000197430	93377	11	MM
GPR152	ENSG00000175514	390212	11	MM
OR5L1	ENSG00000186117	219437	11	MM
MS4A5	ENSG00000166930	64232	11	MM
EDDM3B	ENSG00000181552	64184	11	MM
LILRA2	ENSG00000262754	11027	11	MM
HNRNPUL2	ENSG00000214753	221092	11	MM
UBQLNL	ENSG00000175518	143630	11	MM
ZNF526	ENSG00000167625	116115	11	MM
OR5R1	ENSG00000174942	219479	11	MM
MAMSTR	ENSG00000176909	284358	11	MM
ZC3HAV1	ENSG00000105939	56829	11	MM
ZC3HAV1L	ENSG00000146858	92092	11	MM
TNP1	ENSG00000118245	7141	11	MM
LILRA6	ENSG00000262642	0	11	MM
CCDC88B	ENSG00000168071	283234	11	MM
OR5V1	ENSG00000242289	81696	11	MM
KRTAP4-11	ENSG00000263229	653240	11	MM
KRTAP4-11	ENSG00000212721	653240	11	MM
FOLR4	ENSG00000183560	390243	11	MM
KRTAP4-12	ENSG00000263236	83755	11	MM
BCAS4	ENSG00000124243	55653	11	MM
OR5V1	ENSG00000230742	81696	11	MM
SPATA25	ENSG00000149634	128497	11	MM
KRTAP4-9	ENSG00000212722	100132386	11	MM
OR10AG1	ENSG00000174970	282770	11	MM
OR10C1	ENSG00000206474	442194	11	MM
OR10C1	ENSG00000230505	442194	11	MM
PFN1	ENSG00000108518	5216	11	MM
MROH6	ENSG00000204839	642475	11	MM
OR10C1	ENSG00000235441	442194	11	MM
OR10C1	ENSG00000204689	442194	11	MM
OR10C1	ENSG00000220550	442194	11	MM
OR10C1	ENSG00000224234	442194	11	MM
TMCO2	ENSG00000188800	127391	11	MM
ISG15	ENSG00000187608	9636	11	MM
OR10G7	ENSG00000182634	390265	11	MM
LILRA1	ENSG00000262462	11024	11	MM
OR4N5	ENSG00000184394	390437	11	MM
PRR19	ENSG00000188368	284338	11	MM
OR6F1	ENSG00000169214	343169	11	MM
NLRP1	ENSG00000091592	22861	11	MM
ZNF572	ENSG00000180938	137209	11	MM
OR10J1	ENSG00000196184	26476	11	MM
OR10J3	ENSG00000196266	441911	11	MM
OR6N1	ENSG00000197403	128372	11	MM
SDCBP2	ENSG00000125775	27111	11	MM
FAM205A	ENSG00000205108	259308	11	MM
OR10P1	ENSG00000175398	121130	11	MM
ZNF580	ENSG00000213015	51157	11	MM
ZNF581	ENSG00000171425	51545	11	MM
CCL24	ENSG00000106178	6369	11	MM
CCL26	ENSG00000006606	10344	11	MM
CCL26	ENSG00000262029	10344	11	MM
OR10X1	ENSG00000186400	128367	11	MM
HFE	ENSG00000010704	3077	11	MM
OR11A1	ENSG00000204694	26531	11	MM
OR11A1	ENSG00000223898	26531	11	MM
C6orf25	ENSG00000231003	80739	11	MM
OR11A1	ENSG00000206472	26531	11	MM
OR11A1	ENSG00000206517	26531	11	MM
OR11A1	ENSG00000232289	26531	11	MM
OR11A1	ENSG00000234347	26531	11	MM
CCL8	ENSG00000108700	6355	11	MM
OR11G2	ENSG00000196832	390439	11	MM
CSN3	ENSG00000171209	1448	11	MM
OR11H4	ENSG00000176198	390442	11	MM
OR11H6	ENSG00000176219	122748	11	MM
PIM2	ENSG00000267878	11040	11	MM
PIM2	ENSG00000102096	11040	11	MM
SLAMF8	ENSG00000158714	56833	11	MM
PRRT3	ENSG00000163704	285368	11	MM
OR8D1	ENSG00000196341	283159	11	MM
OR8D2	ENSG00000197263	283160	11	MM
GPSM3	ENSG00000206314	63940	11	MM
CACNB3	ENSG00000167535	784	11	MM
GPSM3	ENSG00000234243	63940	11	MM
TSGA13	ENSG00000266159	114960	11	MM
TSGA13	ENSG00000213265	114960	11	MM
PRSS21	ENSG00000007038	10942	11	MM
GPSM3	ENSG00000233490	63940	11	MM
GPSM3	ENSG00000213654	63940	11	MM
OR13C3	ENSG00000204246	138803	11	MM
LRRC3C	ENSG00000204913	100505591	11	MM
TSKS	ENSG00000126467	60385	11	MM
OR13C8	ENSG00000186943	138802	11	MM
