Chr	Start	End	UC	EM	MM
6	50681194	50681748	1	2	1
6	50785086	50786647	1	2	1
6	51076862	51084764	1	1	1
6	51148715	51150690	1	1	1
6	51318340	51330924	1	1	1
6	51467900	51473895	1	1	1
6	51943115	51954131	2	1	1
6	52007850	52011459	1	1	1
6	52011460	52016232	1	1	1
6	52049507	52051386	1	2	1
6	52107437	52120696	1	2	1
6	52145449	52149664	2	1	1
6	52221523	52230146	1	1	1
6	52280078	52286637	2	1	1
6	52440662	52444529	1	2	1
6	52534049	52537238	2	1	1
6	52770613	52776067	2	1	1
6	52850499	52860687	2	1	1
6	52914330	52918423	2	1	1
6	52920504	52927724	2	1	1
6	53012181	53024276	1	2	1
6	53083253	53091394	1	1	1
6	53210207	53227644	1	2	1
6	53316875	53326231	1	1	1
6	53367010	53369768	1	1	1
6	53481741	53482370	2	1	1
6	53489559	53496112	1	1	1
6	53527104	53530093	1	1	1
6	53530094	53532099	1	2	1
6	53656678	53661118	2	1	1
6	53793878	53802567	1	2	1
6	53900879	53912842	1	1	1
6	54168221	54180832	1	2	1
6	54230672	54233290	1	1	1
6	54648915	54663468	1	1	1
6	54702212	54714879	1	2	1
6	55034017	55040410	1	2	1
6	55190978	55192451	1	2	1
6	55438591	55445293	2	1	1
6	55737182	55745614	1	2	1
6	56250176	56259007	1	2	1
6	56706305	56720874	1	2	1
6	56807969	56811198	1	1	1
6	56816016	56821197	1	2	1
6	56910973	56917896	1	2	1
6	56950819	56958953	1	2	1
6	57034829	57041039	1	2	1
6	57073769	57089109	2	1	1
6	57178586	57180002	1	1	1
6	62992811	63000205	1	2	1
6	63387408	63404488	1	1	1
6	63920721	63924949	1	1	1
6	64029472	64030111	2	1	1
6	64229499	64232410	2	1	1
6	64344687	64347716	2	1	1
6	64513293	64518433	2	1	1
6	65082190	65087767	1	1	1
6	65676256	65687344	1	1	1
6	66414150	66417137	2	1	1
6	67067857	67072058	1	1	1
6	67434866	67443947	1	1	1
6	67857720	67865051	1	1	1
6	67913657	67923357	1	1	1
6	68596747	68602999	1	1	1
6	69341628	69345376	1	2	1
6	70499921	70518986	2	1	1
6	70575546	70585259	2	1	1
6	70928737	70934419	1	1	1
6	71008474	71013075	1	2	1
6	71122241	71124465	2	1	1
6	71218668	71227735	1	1	1
6	71275934	71281729	2	1	1
6	71374836	71377793	2	1	1
6	71664030	71670097	1	2	1
6	71836173	71843514	1	1	1
6	71883514	71894933	1	1	1
6	71995515	72001932	1	2	1
6	72031533	72042892	1	1	1
6	72085266	72089905	1	1	1
6	72105833	72116869	1	1	1
6	72293772	72308621	1	1	1
6	72357588	72367521	1	1	1
6	72595372	72599611	1	2	1
6	73330748	73337110	2	1	1
6	73435311	73440709	1	1	1
6	73852950	73854769	1	1	1
6	73969781	73974108	1	1	2
6	74019241	74020788	1	1	2
6	74062966	74076044	1	1	2
6	74078046	74099065	1	1	2
6	74099985	74112888	1	2	2
6	74202227	74206134	1	1	1
6	74228212	74234059	2	1	1
6	74360315	74364870	2	1	1
6	74405144	74406775	1	2	1
6	74568609	74575093	1	1	1
6	75904747	75916837	1	2	1
6	75954895	75960734	1	2	1
6	75992327	76005024	2	1	1
6	76064583	76072267	1	1	1
6	76106489	76111435	1	1	1
6	76179148	76191235	1	1	1
6	76203269	76211968	1	2	1
6	76299843	76312907	2	1	1
6	76352390	76358384	2	1	1
6	76454807	76463100	1	1	1
6	76565714	76577394	1	1	1
6	76780784	76788659	1	2	1
6	77155884	77157898	1	1	1
6	77264697	77267583	1	1	1
6	78170566	78173592	1	2	1
6	78643801	78649455	1	1	1
6	79573709	79581665	1	2	1
6	79784162	79788896	2	1	1
6	79943095	79946518	1	2	1
6	80244324	80248105	1	2	1
6	80340745	80343629	1	2	1
6	80535225	80540191	1	1	1
6	80655083	80663528	2	1	1
6	80713209	80715668	2	1	1
6	80815905	80836516	2	1	1
6	82460183	82466059	1	2	1
6	82473430	82476419	1	1	1
6	82916067	82935186	1	1	1
6	82956356	82958617	2	1	1
6	83070557	83073081	1	2	1
6	83639353	83644881	1	1	1
6	83775216	83785627	2	1	1
6	83890347	83905527	1	2	1
6	84137154	84142147	2	1	1
6	84221546	84222871	1	2	1
6	84416323	84419959	2	1	1
6	84561820	84563852	1	2	1
6	84567138	84570613	2	1	1
6	84736783	84744422	1	2	1
6	84937098	84942594	2	1	1
6	85398674	85404926	1	1	1
6	85472582	85476188	1	2	1
6	86157894	86164182	2	1	1
6	86302839	86305053	1	2	1
6	86330758	86350238	1	1	1
6	86350239	86354230	2	1	1
6	86384683	86387834	1	1	1
6	86388294	86401772	1	1	1
6	86443934	86445892	1	1	1
6	86697139	86704042	1	1	1
6	87182144	87194558	1	1	1
6	87646325	87650499	1	2	1
6	87797245	87808942	1	2	1
6	87853167	87862959	1	2	1
6	88038201	88043700	1	2	1
6	88054500	88057046	1	2	1
6	88102592	88110634	1	1	2
6	88116948	88121237	2	1	1
6	88175069	88188030	2	1	1
6	88197304	88213594	1	1	1
6	88297560	88301398	2	1	1
6	88408434	88419787	2	1	1
6	88429893	88434943	1	1	1
6	88557005	88559980	1	1	1
6	88746430	88764515	1	2	1
6	88874506	88880634	1	2	1
6	89420864	89427469	1	1	1
6	89671998	89673724	2	1	1
6	89673874	89674731	1	1	1
6	89789123	89790599	1	2	1
6	89818327	89829250	1	1	1
6	89854833	89858187	2	1	1
6	90010664	90025570	1	2	1
6	90060728	90064231	1	1	1
6	90120477	90122891	2	1	1
6	90142099	90143671	1	2	1
6	90272424	90277102	1	2	1
6	90345657	90349111	1	1	1
6	90382695	90409792	1	1	1
6	90529166	90530255	2	1	1
6	90530256	90539320	1	1	1
6	90603244	90610068	1	2	1
6	90626455	90630547	1	1	1
6	90646351	90662630	1	1	1
6	91005343	91007425	1	2	1
6	91154197	91157389	1	1	1
6	91294381	91297222	2	1	1
6	92823883	92830767	1	1	1
6	93495939	93501921	1	1	1
6	93520785	93522207	1	1	1
6	94120551	94131017	1	2	1
6	94585791	94593668	1	1	1
6	96024043	96027648	2	1	1
6	96463547	96464125	2	1	1
6	96967308	96973118	2	1	1
6	97009655	97013417	1	2	1
6	97097464	97099187	1	1	1
6	97230846	97234421	1	1	1
6	97284980	97290674	1	2	1
6	97339125	97347741	1	2	1
6	97367030	97374684	1	2	1
6	97724161	97738042	1	2	1
6	98114516	98119666	1	1	1
6	98355076	98363599	1	1	1
6	98464332	98477058	1	1	1
6	98719186	98724646	1	1	1
6	98812789	98814864	1	1	1
6	98987320	98997171	1	1	1
6	99278113	99292815	1	2	1
6	99795794	99798314	2	1	1
6	99841556	99846435	2	1	1
6	99872624	99893731	1	2	1
6	99964614	99978796	2	1	1
6	100015333	100026910	2	1	1
6	100049940	100056100	1	2	1
6	100438139	100446068	1	1	1
6	100870868	100880402	1	1	1
6	100912679	100913501	1	2	1
6	100973829	100974328	1	1	1
6	101328128	101329685	2	1	1
6	101402121	101406744	1	1	1
6	101843579	101849296	2	1	1
6	104030975	104033948	1	1	1
6	105208212	105215232	1	1	1
6	105276983	105286519	1	1	1
6	105306627	105307924	1	2	1
6	105378568	105390307	1	1	1
6	105403020	105405355	1	2	1
6	105625582	105628393	1	2	1
6	105628394	105635648	1	1	1
6	105723211	105729200	1	1	1
6	105848666	105856512	2	1	1
6	106531924	106537743	1	2	1
6	106748823	106761616	1	1	1
6	106768440	106775016	2	1	1
6	106803288	106812228	1	1	1
6	107050473	107057527	1	1	1
6	107076418	107081396	2	1	1
6	107184970	107189171	1	1	1
6	107230647	107239988	1	1	1
6	107338173	107351807	1	2	1
6	107434911	107441568	1	2	1
6	107453564	107459969	1	1	1
6	107778192	107781119	1	2	1
6	107810617	107819210	1	2	1
6	107828437	107836522	1	1	1
6	108142657	108151124	1	2	1
6	108248806	108253206	1	1	1
6	108278125	108285110	2	1	1
6	108483639	108493517	1	2	1
6	108561067	108569465	1	1	1
6	108582303	108586844	2	1	1
6	108877580	108883241	1	2	1
6	109169400	109172144	2	1	1
6	109244546	109246751	1	1	1
6	109376085	109384877	1	1	1
6	109412863	109416385	2	2	1
6	109607042	109613766	1	1	1
6	109698927	109705774	1	2	1
6	109729083	109756203	2	1	1
6	109756204	109763801	2	1	1
6	109786215	109788310	1	2	1
6	109794434	109806389	1	2	1
6	109806390	109812334	1	1	1
6	109820790	109826713	1	1	1
6	110010245	110015472	2	1	1
6	110070188	110075512	1	1	1
6	110292604	110305859	1	2	1
6	110499005	110505315	2	2	1
6	110675366	110685024	1	2	1
6	110740032	110741508	1	1	1
6	110793665	110800540	1	2	1
6	111039661	111045874	1	1	1
6	111134319	111139402	2	1	1
6	111166131	111184044	1	1	1
6	111192838	111197279	2	1	1
6	111278251	111286854	1	2	1
6	111293728	111303690	2	1	1
6	111328623	111331849	1	1	1
6	111397965	111411980	2	1	1
6	111411981	111413492	1	1	1
6	111566234	111581111	2	1	1
6	111598785	111603063	1	1	1
6	111802258	111808654	2	1	1
6	111920923	111921650	1	1	1
6	111926348	111941560	1	1	1
6	111951538	111968035	1	1	1
6	112186303	112201586	2	1	1
6	112373578	112380206	1	2	1
6	112407287	112409314	2	1	2
6	112469218	112478584	1	1	1
6	112513497	112518391	1	1	1
6	112557644	112557802	1	1	1
6	112572388	112576643	2	1	1
6	112640943	112654041	1	1	1
6	112666147	112670025	1	1	1
6	112791315	112799205	1	1	1
6	112853206	112855866	1	1	1
6	113833688	113837452	1	1	1
6	114025465	114028273	1	1	1
6	114095847	114105463	1	1	1
6	114160842	114169759	1	1	1
6	114177393	114181762	1	2	1
6	114222879	114226021	1	1	1
6	114258544	114263063	1	1	1
6	114325583	114343617	2	1	1
6	114595883	114600086	1	1	1
6	114661118	114669180	1	1	1
6	115184201	115189026	1	1	1
6	116375076	116384304	1	1	1
6	116420633	116423835	2	1	1
6	116441596	116447261	1	2	1
6	116479515	116485977	1	2	1
6	116564487	116566767	1	1	1
6	116573907	116583127	1	2	1
6	116596008	116602422	1	2	2
6	116775707	116785467	1	2	1
6	116806798	116815151	1	1	1
6	116831009	116833552	1	2	1
6	116849474	116856183	1	2	1
6	116859344	116868350	1	2	1
6	116890037	116894622	2	1	1
6	116933847	116939430	2	1	1
6	116989685	116992750	2	1	1
6	117001890	117003880	2	1	1
6	117086113	117090842	1	2	1
6	117141661	117152130	1	2	1
6	117194246	117201318	1	2	1
6	117579682	117593939	1	2	1
6	117747013	117747576	1	2	1
6	117769372	117776575	1	2	1
6	117778261	117782855	1	1	1
6	117923320	117926717	1	2	1
6	117993336	117999811	2	1	1
6	118225697	118232110	2	1	1
6	118869215	118875940	1	2	1
6	119027615	119032812	1	2	1
6	119214311	119223798	2	1	1
6	119238266	119258805	2	1	1
6	119387167	119394142	1	1	1
6	119469086	119471054	2	1	1
6	119637928	119655134	1	1	1
6	119665732	119672602	2	1	1
6	120843962	120853183	1	1	1
6	121655242	121666397	1	2	1
6	121675107	121690160	1	1	1
6	121756383	121756794	1	1	1
6	121773093	121775519	1	1	1
6	121860698	121866267	1	1	1
6	121901540	121906439	1	1	1
6	122528292	122540275	1	1	1
6	122719320	122722790	2	1	1
6	122787051	122795429	2	1	2
6	122873279	122877936	1	1	1
6	122904306	122910762	1	1	1
6	123095559	123101240	1	2	1
6	123108961	123112388	2	1	1
6	123315716	123319183	1	2	1
6	123378937	123380516	1	1	1
6	123757875	123761861	1	1	1
6	123954701	123958642	1	1	1
6	124054022	124064172	1	1	1
6	124121501	124130989	1	2	1
6	125281223	125284861	1	2	1
6	125329933	125330851	1	1	1
6	125440071	125441130	1	2	1
6	125619175	125633062	2	1	1
6	125695101	125695613	1	1	1
6	126066736	126072244	1	2	1
6	126100132	126102426	2	1	1
6	126136931	126141478	1	1	1
6	126270008	126279221	2	1	1
6	126304566	126311794	2	1	1
6	126651527	126665528	1	1	2
6	126805109	126810486	1	1	1
6	127437132	127442373	1	2	1
6	127586937	127592368	1	2	1
6	127663691	127665084	2	1	1
6	127775196	127787661	1	1	1
6	127840356	127851957	1	2	1
6	128238269	128247836	1	2	1
6	128343084	128351874	1	1	1
6	128475137	128476922	1	1	1
6	128821552	128825182	1	1	1
6	128825183	128826939	1	1	1
6	128841203	128844908	2	1	1
6	128931357	128940137	1	1	1
6	129202783	129205539	1	1	1
6	129748951	129758375	1	1	1
6	129781518	129808829	1	1	1
6	130026418	130036738	1	1	1
6	130066464	130078570	1	1	1
6	130181594	130189812	2	1	1
6	130329042	130335210	1	2	1
6	130462616	130465615	1	1	1
6	130679476	130689275	1	2	1
6	131382790	131385828	1	2	1
6	131455418	131462513	2	1	1
6	131889759	131899652	2	1	1
6	131948215	131955707	2	2	1
6	131960923	131967733	2	1	1
6	132127657	132135161	2	1	1
6	132269654	132282172	1	2	1
6	132714405	132727561	2	1	1
6	132830961	132835790	2	1	1
6	132873425	132880534	1	1	2
6	132889647	132892852	1	1	2
6	132905738	132911163	1	2	1
6	132944383	132949949	1	2	1
6	132960091	132967777	1	2	1
6	133029317	133039553	1	2	1
6	133055682	133061990	1	1	1
6	133063733	133074168	1	1	1
6	133084221	133085538	1	2	1
6	133118369	133120011	2	1	1
6	133131139	133144539	1	1	1
6	133560667	133564829	2	1	1
6	133775641	133781940	1	1	1
6	134205822	134213457	1	2	1
6	134265790	134276063	1	2	1
6	134371088	134376703	2	1	1
6	134522958	134535047	1	1	1
6	134635582	134646298	2	1	1
6	135261568	135264260	1	1	1
6	135269327	135279081	2	1	1
6	135374498	135376661	2	1	1
6	135422553	135424364	2	1	1
6	135500361	135506157	2	1	1
6	135513571	135520533	2	1	1
6	135560167	135561756	1	1	1
6	135579978	135586034	1	1	1
6	135622599	135628771	1	1	1
6	135826331	135834228	1	1	1
6	136162765	136174354	1	1	1
6	136285224	136299797	1	1	1
6	136393706	136402058	1	1	1
6	136543920	136560618	1	1	1
6	136571070	136573082	2	1	1
6	136605906	136615908	1	2	1
6	136868597	136874843	1	2	1
6	136944944	136959503	1	1	1
6	137107548	137118873	1	2	1
6	137141740	137146537	2	1	1
6	137169858	137180126	1	1	1
6	137242673	137244551	2	1	1
6	137316117	137317076	1	1	1
6	137364908	137367305	1	2	1
6	137492383	137506744	1	2	1
6	137534225	137544439	1	2	1
6	137811656	137818086	1	2	1
6	137860989	137861618	1	1	1
6	138036420	138043943	1	1	1
6	138186855	138192635	1	2	1
6	138423647	138438149	1	2	1
6	138482563	138493283	1	2	1
6	138537512	138543508	1	1	1
6	138709793	138729320	1	1	1
6	139000212	139019304	1	2	1
6	139088691	139096808	1	1	1
6	139116991	139121724	1	2	1
6	139178377	139181408	1	1	1
6	139307783	139310416	1	2	1
6	139348172	139353608	2	1	1
6	139453064	139458797	1	2	1
6	139554109	139561453	1	1	1
6	139592194	139596899	1	1	1
6	139608329	139613335	2	1	1
6	139693500	139696259	1	2	1
6	140981510	140983169	1	1	1
6	142409029	142414207	1	2	1
6	142467829	142469801	2	1	1
6	142619899	142624239	1	2	1
6	143066273	143069834	1	1	1
6	143265169	143271164	1	2	1
6	143355890	143361018	1	1	1
6	143361019	143368904	1	1	1
6	143380383	143385999	2	1	1
6	143420375	143420810	1	1	1
6	143766881	143775109	2	1	1
6	143823742	143825871	1	1	1
6	143831182	143833832	2	1	1
6	143856359	143862951	1	2	1
6	143877793	143884094	1	1	1
6	144159166	144172611	2	1	1
6	144184868	144188172	1	2	1
6	144381131	144386162	1	2	1
6	144396714	144421401	2	1	1
6	144465599	144476408	1	2	1
6	144606806	144608317	1	2	1
6	144649510	144657683	1	1	1
6	145668875	145670263	1	1	1
6	145774478	145785608	1	1	1
6	146049838	146057962	2	1	1
6	146135362	146145147	1	2	1
6	146284581	146286093	2	1	1
6	146348049	146351790	1	2	1
6	146859887	146865830	2	1	1
6	146917969	146921612	1	2	1
6	147521692	147526124	1	2	1
6	147818620	147831052	1	2	1
6	148593185	148595813	1	2	1
6	148595814	148601503	1	1	1
6	148604211	148611675	1	1	1
6	149061355	149072839	1	2	1
6	149279974	149287735	1	1	1
6	149352592	149354190	1	1	1
6	149539319	149540324	1	2	1
6	149561034	149567590	1	1	1
6	149696683	149724592	1	2	1
6	149780240	149810877	1	2	1
6	149834768	149840193	2	1	1
6	149865416	149868067	2	1	1
6	149885411	149891638	1	2	1
6	149891639	149898098	1	1	1
6	149909644	149914487	1	1	1
6	149914488	149919258	1	1	1
6	149968228	149978554	2	1	1
6	150037980	150042805	2	1	1
6	150070239	150071552	2	1	1
6	150118343	150120462	1	1	1
6	150179884	150193188	1	2	1
6	150216266	150223260	1	1	2
6	150229949	150245109	1	1	2
6	150245110	150264795	1	1	2
6	150283488	150286799	1	1	1
6	150345026	150355052	1	1	2
6	150452818	150465885	1	2	1
6	150484756	150493779	1	1	1
6	150647896	150648370	1	1	1
6	150685669	150691173	2	1	1
6	150920602	150921908	1	2	1
6	151182923	151195597	2	1	1
6	151256814	151280454	1	1	1
6	151373528	151379269	1	1	1
6	151517718	151528949	1	1	1
6	151558969	151563172	1	2	1
6	151585960	151603044	1	1	1
6	151653550	151670491	1	2	1
6	151710012	151713914	1	2	1
6	151766799	151774881	2	1	1
6	151814290	151817752	1	2	1
6	151923187	151937046	1	1	1
6	151977743	151979065	1	2	1
6	152132510	152135543	1	1	1
6	152701262	152707416	1	2	1
6	152719211	152740306	1	2	1
6	152862133	152876980	1	1	1
6	152953132	152969239	1	2	1
6	153017980	153028628	1	2	1
6	153069362	153072621	1	2	1
6	153303082	153312602	1	2	1
6	153318196	153331803	2	1	1
6	153372491	153376848	1	1	1
6	153447437	153455572	1	2	1
6	153544048	153559845	1	1	1
6	154001287	154006301	1	1	1
6	154330823	154334719	1	2	1
6	154677880	154683910	1	1	2
6	154830412	154834736	1	1	1
6	155052352	155066953	2	1	1
6	155138842	155146809	2	1	1
6	155151875	155155277	1	2	1
6	155197953	155206881	1	1	1
6	155214702	155229483	1	1	1
6	155577545	155578783	1	1	1
6	155579535	155588655	1	2	1
6	155633073	155637079	2	1	1
6	155776305	155778299	2	1	1
6	155972694	155978567	1	1	1
6	156265788	156269024	1	1	1
6	156399037	156400274	1	1	1
6	156699269	156701825	1	1	1
6	157095363	157102195	1	2	1
6	157438874	157441052	1	1	1
6	157711228	157719415	1	1	1
6	157743510	157744910	1	2	1
6	157800908	157809050	2	1	1
6	158243573	158250086	1	2	1
6	158250259	158252124	1	1	1
6	158295670	158300117	1	1	1
6	158313011	158318923	1	1	1
6	158351675	158360818	1	1	1
6	158401476	158412915	2	1	1
6	158587446	158601273	2	1	1
6	158732550	158733803	1	2	1
6	158808236	158827256	1	1	1
6	158948010	158964410	2	1	1
6	159040327	159047545	1	1	2
6	159063732	159071602	2	2	1
6	159289422	159296043	1	1	2
6	159338037	159355247	1	1	1
6	159415356	159422507	2	1	1
6	159465776	159474621	1	2	1
6	159583247	159591490	1	2	1
6	160131661	160144119	1	1	1
6	160144120	160150404	2	1	1
6	160181052	160182218	2	1	1
6	160182280	160187804	2	1	1
6	160195295	160201973	2	1	1
6	160205027	160208596	2	1	1
6	160208597	160212615	2	2	1
6	160217094	160227421	2	1	1
6	160312531	160328660	1	2	1
6	160389507	160393690	1	2	1
6	160541757	160544439	1	2	1
6	160696028	160699559	1	2	1
6	160763184	160774463	2	1	1
6	161085686	161088084	2	1	1
6	161406454	161416743	2	1	1
6	161694042	161695668	2	1	1
6	162035127	162036766	1	1	1
6	163146268	163149034	2	2	1
6	163468357	163488187	2	1	1
6	163604537	163612928	1	1	1
6	163647434	163648241	1	1	1
6	163833365	163837600	2	1	1
6	165721865	165727195	1	2	1
6	166073032	166081690	1	1	1
6	166127936	166132319	1	1	1
6	166308469	166324092	1	1	1
6	166355192	166355849	1	1	1
6	166510483	166516522	1	1	1
6	166580685	166592331	1	2	1
6	166619663	166625970	1	1	1
6	166715895	166723906	1	2	1
6	166755499	166760348	2	1	1
6	166795342	166800537	2	1	1
6	166915934	166923772	1	1	1
6	167299663	167322116	2	1	1
6	167367477	167379978	1	1	1
6	167406942	167416125	2	1	1
6	167520097	167532016	1	2	1
6	167557301	167560641	1	1	1
6	167570670	167577926	1	1	2
6	167683050	167693257	2	1	1
6	167738442	167740109	1	2	1
6	168195990	168202178	1	1	1
6	168226138	168230002	1	2	1
6	168395993	168398562	1	2	1
6	168470363	168482267	1	1	2
6	168715155	168725989	1	2	1
6	168835584	168844896	1	2	1
6	169611397	169620732	1	1	1
6	169650281	169662092	2	1	1
6	170096421	170108863	2	2	1
6	170123684	170125638	1	2	1
6	170125639	170134202	1	1	1
6	170148255	170156907	2	2	1
6	170476732	170489420	1	1	1
6	170571434	170572351	1	1	1
6	170596253	170603648	1	2	1
6	170856862	170864582	2	1	1
7	188840	197590	1	2	1
7	228327	300135	1	2	1
7	553257	589121	1	2	1
7	589122	592861	1	1	1
7	592862	604074	1	1	1
7	635611	645253	2	1	1
7	757881	771209	2	1	1
7	849699	857238	2	1	1
7	909888	931702	2	1	1
7	992498	1000005	1	2	1
7	1021719	1032094	1	2	1
7	1053586	1065595	1	1	1
7	1065596	1082452	2	1	1
7	1082453	1084761	1	2	1
7	1098463	1117646	1	1	1
7	1119003	1133678	1	1	1
7	1176476	1179156	2	1	1
7	1197010	1200280	1	1	2
7	1200281	1206153	1	1	2
7	1261811	1267807	1	1	1
7	1267808	1273873	1	2	1
7	1491242	1532891	2	1	1
7	1542034	1551579	2	1	1
7	1559148	1576432	1	2	1
7	1576433	1606883	2	2	1
7	1606884	1614362	2	1	1
7	1725636	1738329	1	1	2
7	1881075	1888085	1	1	2
7	2271653	2281302	2	1	1
7	2281303	2291893	2	1	1
7	2390145	2400062	2	1	1
7	2414681	2446412	1	2	1
7	2551395	2556951	1	2	1
7	2590223	2594255	1	2	1
7	2594256	2605919	1	2	1
7	2664449	2675557	1	2	1
7	2690785	2738624	1	2	1
7	2865045	2885130	1	2	1
7	2981215	2986553	1	1	1
7	3068406	3084023	1	2	1
7	3200654	3217536	1	1	2
7	3338341	3347315	1	2	1
7	3445945	3459460	1	1	1
7	3682500	3683828	1	1	1
7	4727722	4729927	1	1	1
7	4806557	4818256	1	1	1
7	4900340	4902636	2	1	1
7	4921545	4924468	1	2	1
7	4971164	5008137	2	1	1
7	5220520	5236321	2	1	1
7	5441213	5461830	1	2	1
7	5464933	5470759	1	2	1
7	5489147	5531165	1	1	1
7	5534637	5543676	1	1	1
7	5545104	5573854	2	1	1
7	5601713	5619438	2	1	1
7	5629496	5635341	1	2	1
7	5815434	5839678	2	1	1
7	6053879	6063709	1	1	1
7	6067303	6072215	2	2	1
7	6096362	6105255	2	1	1
7	6129039	6146114	1	1	1
7	6309582	6323191	1	2	1
7	6382275	6399428	1	1	2
7	6409585	6419822	2	1	1
7	6519572	6526069	2	1	1
7	6587451	6601789	1	2	1
7	6615190	6617157	2	1	1
7	6624508	6634263	2	2	1
7	6713226	6713790	1	1	2
7	7194805	7205212	2	1	1
7	7575276	7576938	1	2	1
7	7606018	7619389	2	1	1
7	7670628	7680978	1	2	1
7	7756106	7758537	1	2	1
7	7942031	7947360	1	1	1
7	7986211	7991370	1	1	1
7	8007422	8012181	1	2	1
7	8153167	8156322	1	1	1
7	8298709	8307773	1	2	1
7	8471923	8478502	1	2	1
7	10256918	10270327	1	1	1
7	10974386	10981559	2	1	1
7	11012917	11017273	1	1	1
7	11446419	11448376	1	1	1
7	11869208	11875658	1	1	1
7	12248711	12255180	1	2	1
7	12441299	12444710	1	2	1
7	12607241	12612695	2	1	1
7	12724826	12728593	1	2	1
7	14027983	14031631	1	2	1
7	14812700	14823866	1	1	1
7	14851713	14857098	1	1	1
7	15011827	15015420	2	1	1
7	15600655	15601943	2	1	1
7	15705934	15710548	1	1	1
7	15725356	15731841	1	2	1
7	16128615	16132568	1	1	1
7	16460565	16462078	2	1	1
7	16681914	16687053	2	2	1
7	16755654	16766587	1	1	1
7	16781154	16794824	1	2	1
7	16872902	16878949	1	2	1
7	16921524	16923584	1	2	1
7	17333329	17339625	1	2	1
7	17409204	17414342	1	1	1
7	17973576	17986400	1	1	1
7	18067074	18070823	1	1	1
7	18125357	18127363	2	1	1
7	18165797	18169409	1	1	1
7	18336829	18339704	1	1	1
7	18469758	18490399	1	1	1
7	18936264	18939440	1	1	1
7	19149889	19152619	1	1	1
7	19154064	19160186	2	1	1
7	19180195	19185179	1	2	1
7	19744406	19752750	2	1	1
7	19811398	19819479	1	2	1
7	20171189	20182032	1	1	1
7	20256941	20262335	1	2	1
7	20367314	20375708	1	2	1
7	20416268	20419205	1	1	1
7	20639530	20655362	2	1	1
7	20825222	20832031	1	2	1
7	21002243	21004648	1	1	1
7	21419763	21429595	1	1	1
7	21462855	21470927	1	2	1
7	21509787	21516318	1	1	1
7	21581974	21584792	1	1	1
7	21805850	21813010	1	1	1
7	21985006	21986802	2	1	1
7	22396085	22397688	1	2	1
7	22671213	22682046	1	1	1
7	22758472	22768576	1	2	1
7	22860230	22882685	1	2	1
7	22895147	22896616	1	1	1
7	23047222	23056373	1	2	1
7	23141441	23146533	1	2	1
7	23205292	23213193	1	2	2
7	23217847	23222727	1	2	1
7	23260376	23280147	1	1	1
7	23337129	23346150	2	1	1
7	23431887	23442499	2	1	1
7	23484887	23502671	1	1	1
7	23507910	23519481	2	1	1
7	23569212	23572765	2	1	1
7	23636689	23637806	1	2	1
7	23934126	23935636	1	1	1
7	24292338	24302526	1	1	1
7	24317977	24326555	1	2	1
7	24575735	24579051	1	1	1
7	24609465	24616412	1	1	1
7	24804586	24809283	1	2	1
7	24940241	24944765	1	1	1
7	25019105	25021358	2	1	1
7	25164487	25170654	2	1	1
7	25213330	25221896	1	2	1
7	25268004	25268397	1	2	1
7	25295286	25306173	1	1	1
7	25608722	25612226	1	1	1
7	25989277	25995377	1	1	1
7	26190245	26193714	1	1	2
7	26238186	26246475	2	2	1
7	26331311	26336250	1	2	1
7	26414940	26426318	1	1	1
7	26578165	26583780	1	1	2
7	26669582	26688886	1	1	2
7	26720262	26731784	1	1	1
7	27034086	27035283	1	2	1
7	27130633	27137199	1	2	1
7	27137200	27143268	1	2	1
7	27143269	27156411	1	2	1
7	27169429	27171023	1	2	1
7	27181769	27195103	1	2	1
7	27196593	27201206	1	1	1
7	27207967	27210220	1	2	1
7	27216169	27221401	1	2	1
7	27221402	27230273	1	2	1
7	27230274	27238412	2	1	1
7	27238413	27242311	2	1	1
7	27279923	27282071	1	1	1
7	27282072	27287304	1	2	1
7	27697719	27711514	2	1	1
7	27772675	27780242	1	2	1
7	28153689	28159811	1	1	1
7	28214270	28220875	1	2	1
7	28337957	28340766	1	2	1
7	29021999	29027595	1	1	1
7	29039930	29041158	1	1	1
7	29118306	29127727	1	1	1
7	29127728	29130040	1	1	1
7	29183760	29187638	2	2	1
7	29225408	29238202	2	2	1
7	29244468	29248959	1	1	1
7	29597355	29604816	1	2	1
7	29845149	29854661	1	2	1
7	29950449	29954008	1	1	1
7	30020860	30031878	1	2	1
7	30031879	30040472	1	1	1
7	30059822	30069119	2	1	1
7	30114142	30117439	1	1	1
7	30173242	30178676	1	2	1
7	30315644	30333912	2	1	1
7	30511777	30518845	1	2	1
7	30540287	30547040	2	1	1
7	30621402	30628695	1	1	1
7	30632312	30636901	2	1	1
7	30735607	30737979	1	2	1
7	30738454	30740739	1	2	1
7	30806291	30811727	2	1	1
7	30839356	30845759	1	1	1
7	30887690	30897523	2	1	1
7	30976857	30983989	1	2	1
7	31088446	31093505	1	2	1
7	31353919	31359988	1	1	1
7	31378774	31383672	1	2	1
7	31400333	31406365	1	1	1
7	31552072	31556231	1	1	2
7	31723968	31733023	1	2	1
7	31830858	31834729	1	1	1
7	32327511	32340830	2	1	1
7	32527618	32552765	2	1	1
7	32933629	32947585	1	2	1
7	32996669	33001273	1	2	1
7	33038240	33048074	1	2	1
7	33048075	33057448	2	1	1
7	33099608	33106229	2	1	1
