frag	phylostrata	mainAge
chr4_154706305_154713085	5	EM
chr4_155409606_155416096	4	EM
chr4_155470188_155471795	2	UC
chr4_155484013_155486859	8	EM
chr4_155510854_155514168	8	EM
chr4_155532396_155534761	7	EM
chr4_155540337_155559159	8	EM
chr4_15469482_15476289	2	UC
chr4_156297608_156298893	6	EM
chr4_156585187_156589960	4	EM
chr4_156676321_156683782	2	UC
chr4_15680358_15684564	8.5	EM
chr4_15697054_15710109	9	EM
chr4_157887737_157896030	8	EM
chr4_157996854_157998501	8	EM
chr4_15777039_15783820	4	EM
chr4_159590215_159598597	6	EM
chr4_159642400_159646003	2	UC
chr4_159685698_159692559	4	EM
chr4_160021754_160027306	4	EM
chr4_15933605_15942608	8	EM
chr4_15966023_15977761	8	EM
chr4_163067289_163085787	5	EM
chr4_16225280_16229211	2	UC
chr4_164085345_164089189	2	UC
chr4_164392354_164395635	1	UC
chr4_164407053_164424433	3	UC
chr4_165898477_165899037	15	MM
chr4_166127745_166130031	3	UC
chr4_166247377_166249653	2	UC
chr4_166280764_166291721	6	EM
chr4_166793447_166800792	2	UC
chr4_168153856_168158074	6	EM
chr4_169007137_169013894	9	EM
chr4_169239392_169241979	2	UC
chr4_169417398_169418594	7	EM
chr4_16897815_16900705	4	EM
chr4_169925905_169932084	1	UC
chr4_170529208_170540463	1	UC
chr4_170949886_170955810	8	EM
chr4_174089559_174090034	5	EM
chr4_174090035_174091752	5	EM
chr4_174251764_174256710	2	UC
chr4_174288945_174295850	2	UC
chr4_174323733_174339434	9	EM
chr4_174446836_174453685	5	EM
chr4_175202395_175207393	3.5	EM
chr4_175443981_175445766	2	UC
chr4_175750084_175751790	7	EM
chr4_17510275_17514738	2	UC
chr4_17577519_17579803	1	UC
chr4_176921496_176932062	6	EM
chr4_176985846_176991285	2	UC
chr4_17608919_17616354	4	EM
chr4_17616355_17618607	4	EM
chr4_177116226_177117428	2	UC
chr4_177197107_177207309	7	EM
chr4_177713219_177717160	5	EM
chr4_178215830_178231646	8	EM
chr4_178359092_178367324	2	UC
chr4_17776129_17784226	8	EM
chr4_17810109_17813638	7	EM
chr4_18013641_18025640	6	EM
chr4_183836471_183839639	1	UC
chr4_184364513_184367523	8	EM
chr4_184417283_184428247	3	UC
chr4_184577212_184582313	3	UC
chr4_185388779_185395826	4	EM
chr4_185568672_185578443	3	UC
chr4_185652676_185657602	8	EM
chr4_185746200_185769431	1	UC
chr4_185926696_185946748	4	EM
chr4_186060390_186067056	2	UC
chr4_186118964_186128648	4	EM
chr4_186316560_186318150	6	EM
chr4_186331496_186347813	2	UC
chr4_186391268_186396389	10	MM
chr4_186455750_186465992	6	EM
chr4_1857288_1861478	2	UC
chr4_186869389_186878777	7	EM
chr4_186990298_186992199	8	EM
chr4_187015626_187025659	4	EM
chr4_187108469_187114082	1	UC
chr4_187128190_187131297	2	UC
chr4_187186831_187191122	2	UC
chr4_187474212_187479161	4	EM
chr4_1870235_1874935	2	UC
chr4_188915858_188920107	12	MM
chr4_189028553_189038816	12	MM
chr4_189060334_189077822	6	EM
chr4_20252473_20259195	4	EM
chr4_2040541_2045093	6	EM
chr4_20691704_20700329	2	UC
chr4_21950177_21954352	6	EM
chr4_2242494_2246331	1.5	UC
chr4_2260880_2265343	6	EM
chr4_23898741_23907395	8	EM
chr4_2455567_2467214	2	UC
chr4_24583657_24590874	1	UC
chr4_25160051_25163012	1	UC
chr4_25234175_25237175	3	UC
chr4_25312260_25319456	4	EM
chr4_25376576_25381651	2	UC
chr4_25645462_25660333	1	UC
chr4_25862111_25865782	4	EM
chr4_26488642_26498021	6	EM
chr4_26577149_26580993	2	UC
chr4_26857281_26860036	8	EM
chr4_2751986_2759295	8	EM
chr4_2844877_2846675	1	UC
chr4_2931354_2937271	1	UC
chr4_2963293_2969901	3	UC
chr4_3070070_3080051	4	EM
chr4_3442195_3444215	7	EM
chr4_3463268_3471606	5	EM
chr4_36244999_36250603	4	EM
chr4_36282316_36283945	8	EM
chr4_37686896_37690694	8	EM
chr4_37825570_37832136	1	UC
chr4_37883480_37898664	4	EM
chr4_38664202_38668073	6	EM
chr4_38783984_38784643	8	EM
chr4_38857909_38868396	8	EM
chr4_38868397_38871243	8	EM
chr4_39039964_39047161	2	UC
chr4_39367474_39368646	1	UC
chr4_39459462_39468015	1	UC
chr4_39636965_39641692	5	EM
chr4_39977643_39982421	2	UC
chr4_40052036_40064346	2	UC
chr4_40192478_40196890	8	EM
chr4_40744135_40757857	5	EM
chr4_41258198_41260324	2	UC
chr4_41750111_41751552	6	EM
chr4_41925709_41941228	4	EM
chr4_41986935_41994972	1	UC
chr4_4245174_4252905	2	UC
chr4_42658117_42664567	2	UC
chr4_4289924_4294448	5	EM
chr4_44448220_44453730	8	EM
chr4_44674228_44683899	1.5	UC
chr4_44726622_44729790	1	UC
chr4_4542620_4543940	2	UC
chr4_4543941_4548027	2	UC
chr4_46125913_46131986	6	EM
chr4_46477237_46477402	6	EM
chr4_46910436_46915396	12	MM
chr4_46994640_46998710	5.5	EM
chr4_47482999_47494272	2	UC
chr4_47838702_47843997	6	EM
chr4_47914185_47916211	2	UC
chr4_47916212_47921243	2	UC
chr4_48015685_48021618	2	UC
chr4_48134249_48141334	4	EM
chr4_48267135_48273864	4	EM
chr4_48339876_48347682	5	EM
chr4_48484633_48489744	7	EM
chr4_48489775_48496618	8	EM
chr4_48774669_48783306	2	UC
chr4_48805615_48814818	4	EM
chr4_48907056_48913125	8	EM
chr4_48986594_48995465	2	UC
chr4_5020649_5022680	8	EM
chr4_5051135_5054419	3	UC
chr4_52706588_52710457	2	UC
chr4_52894343_52905566	5	EM
chr4_53727789_53731049	8	EM
chr4_54225912_54232908	2	UC
chr4_54240673_54245141	2	UC
chr4_54562193_54572166	6	EM
chr4_54929596_54932776	2	UC
chr4_54960668_54965700	6	EM
chr4_55094598_55103593	6	EM
chr4_55512085_55529054	8	EM
chr4_56211365_56214914	2	UC
chr4_56260662_56265138	1	UC
chr4_56411438_56416026	5	EM
chr4_56456073_56467247	2	UC
chr4_56718447_56721071	2	UC
chr4_56811285_56818024	2	UC
chr4_57252367_57255776	1	UC
chr4_57301054_57308816	1	UC
chr4_57329893_57335405	2	UC
chr4_57366242_57382416	8	EM
chr4_57680635_57690779	6	EM
chr4_57773611_57776053	8	EM
chr4_57830884_57844955	1	UC
chr4_57844956_57846248	1	UC
chr4_5709841_5718128	6.5	EM
chr4_57975037_57978452	8	EM
chr4_5886482_5895814	1	UC
chr4_6184347_6209119	5	EM
chr4_65271848_65279306	9	EM
chr4_66532037_66537260	4	EM
chr4_6575996_6586367	8	EM
chr4_6621165_6644594	12	MM
chr4_6682999_6696147	11	MM
chr4_6705941_6711804	14	MM
chr4_6711924_6729628	2	UC
chr4_666242_670964	8	EM
chr4_68410110_68415354	4	EM
chr4_68421266_68433390	9	EM
chr4_68563790_68567807	2	UC
chr4_6773429_6783732	8	EM
chr4_68619689_68625602	6	EM
chr4_68749569_68757126	6	EM
chr4_68817563_68835503	6	EM
chr4_69108766_69113826	7	EM
chr4_69210989_69218699	2	UC
chr4_69310322_69314252	10	MM
chr4_69811033_69817999	2	UC
chr4_69916136_69919744	2	UC
chr4_6908960_6911058	2	UC
chr4_6911059_6912549	2	UC
chr4_70390614_70397294	2	UC
chr4_70652089_70666655	2	UC
chr4_70717918_70730696	6	EM
chr4_70795239_70808339	12	MM
chr4_70822591_70827089	12	MM
chr4_70858800_70861694	15	MM
chr4_70861695_70862010	15	MM
chr4_70910727_70916253	13	MM
chr4_71059788_71064810	12	MM
chr4_71084264_71093304	13	MM
chr4_71200661_71201425	12	MM
chr4_71224334_71227535	13	MM
chr4_7040401_7046361	2	UC
chr4_71383202_71385257	11	MM
chr4_71457428_71459689	10	MM
chr4_71493734_71494439	10	MM
chr4_71494440_71495111	10	MM
chr4_7064676_7077304	1	UC
chr4_71549152_71555823	2	UC
chr4_71563652_71588170	5	EM
chr4_71704150_71713222	8	EM
chr4_71767587_71770049	2	UC
chr4_71857527_71859000	1	UC
chr4_72050287_72060401	2	UC
chr4_72894430_72899333	4	EM
chr4_73433084_73442570	6	EM
chr4_73932444_73936175	3	UC
chr4_74119805_74128240	2	UC
chr4_74294117_74296951	9	EM
chr4_74485818_74489015	8	EM
chr4_74699866_74702326	13	MM
chr4_74716750_74722585	14	MM
chr4_74730417_74735646	9	EM
chr4_74838419_74848444	13	MM
chr4_74852105_74855338	12	MM
chr4_74864460_74865279	12	MM
chr4_75173029_75175266	9	EM
chr4_75228079_75231379	9	EM
chr4_75718771_75720339	6	EM
chr4_75857395_75864760	10	MM
chr4_76436564_76439372	6	EM
chr4_76439373_76447412	4	EM
chr4_76555202_76557030	2	UC
chr4_76648262_76653346	2	UC
chr4_76815469_76829845	2	UC
chr4_76861572_76867474	2	UC
chr4_76900193_76911968	2	UC
chr4_76911969_76912926	2	UC
chr4_76915868_76928412	8	EM
chr4_76930332_76940598	11	MM
chr4_76940599_76945968	10	MM
chr4_76958495_76963960	8	EM
chr4_77052229_77077440	2	UC
chr4_77132533_77138163	4	EM
chr4_77172138_77173862	11	MM
chr4_77330429_77346838	10	MM
chr4_77817192_77823096	5	EM
chr4_77866765_77873810	3	UC
chr4_77993346_77999961	2	UC
chr4_78076071_78081363	6	EM
chr4_78430907_78437331	9	EM
chr4_78737833_78744654	2	UC
chr4_78781089_78785103	1	UC
chr4_79687235_79703204	2	UC
chr4_79848688_79865333	4	EM
chr4_81093511_81114881	8	EM
chr4_81187747_81190762	6	EM
chr4_81947362_81953646	6	EM
chr4_82130406_82138499	2	UC
chr4_8152403_8167281	4	EM
chr4_8172065_8187322	8	EM
chr4_83289216_83296270	6	EM
chr4_83349270_83352475	1.5	UC
chr4_83475939_83484536	8	EM
chr4_8269610_8272110	1	UC
chr4_83707103_83723938	1	UC
chr4_83818684_83823681	4	EM
chr4_83952607_83959238	2	UC
chr4_84057662_84059084	2	UC
chr4_84205549_84206765	1	UC
chr4_84254438_84257081	2	UC
chr4_84375152_84376782	1	UC
chr4_84376783_84378515	1	UC
chr4_8430318_8440680	3	UC
chr4_8441319_8455074	2	UC
chr4_85415545_85421522	5	EM
chr4_85497604_85506189	1	UC
chr4_85882611_85891424	2	UC
chr4_86395593_86401582	2	UC
chr4_8551107_8566425	14	MM
chr4_87769608_87774188	6	EM
chr4_87852276_87859763	7.5	EM
chr4_88237996_88244695	1	UC
chr4_88312475_88315693	1	UC
chr4_88341542_88345350	2	UC
chr4_88739514_88744258	11	MM
chr4_88896391_88898888	9	EM
chr4_88923063_88936114	2	UC
chr4_89150699_89153356	1	UC
chr4_89200469_89208138	5	EM
chr4_89376709_89380384	1	UC
chr4_89438088_89457263	1	UC
chr4_90023814_90034168	4.5	EM
chr4_90752542_90760200	8	EM
chr4_90792273_90809876	9	EM
chr4_91046879_91053654	8	EM
chr4_93224737_93232545	6	EM
chr4_924212_926534	2.5	UC
chr4_95128457_95131086	2	UC
chr4_95255423_95266373	2	UC
chr4_95370467_95374242	8	EM
chr4_95677145_95681532	4	EM
chr4_96469729_96470469	5	EM
chr4_96760958_96761588	1	UC
chr4_968498_986188	5	EM
chr4_9781347_9791189	6	EM
chr4_99053201_99067660	2	UC
chr4_99178856_99183847	3	UC
chr4_99575425_99580402	4	EM
chr4_99914025_99918167	1	UC
chr4_99998911_100009666	1	UC
chr4_100009667_100017455	1	UC
chr4_100076553_100084184	13	MM
chr4_100139788_100144021	1	UC
chr4_100200869_100212365	1	UC
chr4_100235295_100243840	1	UC
chr4_100351444_100357284	11	MM
chr4_100479583_100488064	4	EM
chr4_100737628_100738588	2	UC
chr4_100813385_100816532	2	UC
chr4_100862144_100873230	2	UC
chr5_99870701_99873835	5	EM
chr5_100238533_100241392	8	EM
chr5_101632065_101651509	4	EM
chr5_10244080_10250361	1	UC
chr5_101827673_101836004	12	MM
chr5_10250362_10251436	1	UC
chr5_10306600_10310885	2	UC
chr5_102455437_102455799	3	UC
chr5_102455800_102465696	3	UC
chr5_102590049_102595425	8	EM
chr5_10350337_10355214	2	UC
chr5_102895983_102901385	1	UC
chr5_10439178_10442940	2	UC
chr5_10560090_10567923	5	EM
chr5_1073554_1116640	2	UC
chr5_10755312_10764557	15	MM
chr5_107005645_107009963	7	EM
chr5_107712873_107726157	5	EM
chr5_108074608_108086113	6	EM
chr5_108743128_108755972	8	EM
chr5_109024485_109027616	2	UC
chr5_110072720_110076708	4	EM
chr5_110404511_110407770	13	MM
chr5_110558054_110559521	2	UC
chr5_110846748_110850111	6	EM
chr5_111750253_111759286	5	EM
chr5_112042372_112043618	4	EM
chr5_112196833_112198998	1	UC
chr5_112221422_112229259	2	UC
chr5_112248195_112277504	2	UC
chr5_112308383_112315068	2	UC
chr5_112768800_112774596	5	EM
chr5_112823183_112827026	4	EM
chr5_112848082_112851372	2	UC
chr5_113694311_113708243	2	UC
chr5_114513366_114517374	8	EM
chr5_114629207_114637935	2	UC
chr5_114879660_114881446	4	EM
chr5_114956787_114966357	3	UC
chr5_114966358_114971226	3	UC
chr5_115150333_115156606	2	UC
chr5_115168471_115184961	2	UC
chr5_1188472_1203666	4	EM
chr5_11895761_11909990	4	EM
chr5_118320592_118325083	1	UC
chr5_118369840_118377605	2	UC
chr5_118600720_118609276	4	EM
chr5_118784429_118791822	1	UC
chr5_119798815_119800831	8	EM
chr5_121184573_121189033	2	UC
chr5_121295891_121299046	4	EM
chr5_121407963_121417346	8	EM
chr5_121463776_121470712	2	UC
chr5_121646774_121650143	2	UC
chr5_1223542_1228012	4	EM
chr5_122109131_122111879	2	UC
chr5_122176504_122182981	4	EM
chr5_122370210_122375611	8	EM
chr5_122424227_122428539	5	EM
chr5_122758590_122762386	2	UC
chr5_122845227_122858585	3	UC
chr5_125694461_125704676	6	EM
chr5_125929950_125932862	1	UC
chr5_125932863_125967619	2	UC
chr5_126110688_126115047	2	UC
chr5_126361828_126369387	2	UC
chr5_126622658_126628231	2	UC
chr5_126981533_126991965	8	EM
chr5_127415848_127436530	4	EM
chr5_127867552_127882099	1	UC
chr5_127991522_127994984	2	UC
chr5_1287922_1300962	2	UC
chr5_128424839_128447055	1	UC
chr5_129237926_129242751	5	EM
chr5_130496607_130508491	1.5	UC
chr5_130577072_130587866	4	EM
chr5_131132045_131146387	4	EM
chr5_131346228_131348836	1	UC
chr5_131391189_131405193	12	MM
chr5_131408855_131414322	12	MM
chr5_131626959_131636551	1	UC
chr5_131704172_131712463	1	UC
chr5_131744512_131749741	14	MM
chr5_131825017_131826955	8	EM
chr5_131886819_131892426	5.5	EM
chr5_131892427_131895865	9	EM
chr5_132002939_132010404	12	MM
chr5_132074755_132084648	8	EM
chr5_132146999_132153132	8	EM
chr5_132156356_132171002	12	MM
chr5_132199533_132204220	6	EM
chr5_132297911_132300277	4	EM
chr5_132360896_132367082	2	UC
chr5_132386917_132396762	2	UC
chr5_1335787_1359410	2	UC
chr5_132939305_132950475	5	EM
chr5_133301329_133305256	9	EM
chr5_133337730_133343708	2	UC
chr5_133438041_133454340	8	EM
chr5_133510291_133527973	2	UC
chr5_133560687_133562973	1	UC
chr5_133703912_133707489	6	EM
chr5_133746889_133763710	6	EM
chr5_134071257_134084731	8	EM
chr5_134093734_134095461	1	UC
chr5_134181295_134181563	8	EM
chr5_134181564_134182691	8	EM
chr5_134209181_134212884	4	EM
chr5_134212885_134244034	1	UC
chr5_134300545_134304837	5	EM
chr5_134366890_134374345	5	EM
chr5_134869195_134878916	4	EM
chr5_134907115_134917175	8	EM
chr5_135169484_135170542	5	EM
chr5_135228968_135235656	9	EM
chr5_135287159_135292066	5	EM
chr5_135362850_135367486	1	UC
chr5_136920956_136939723	8	EM
chr5_137066436_137075668	2	UC
chr5_137087119_137092371	8	EM
chr5_137202442_137208420	8	EM
chr5_137387520_137390637	5	EM
chr5_137413890_137425901	6	EM
chr5_137464418_137479420	2	UC
chr5_137507839_137517488	4	EM
chr5_137545143_137555519	2	UC
chr5_137652580_137675365	5	EM
chr5_137686428_137689848	2	UC
chr5_137774351_137775007	2	UC
chr5_137798757_137805398	4	EM
chr5_137904348_137915174	1	UC
chr5_137942871_137947921	4	EM
chr5_138624870_138633476	2	UC
chr5_138674056_138678048	5	EM
chr5_138715217_138720524	1	UC
chr5_138720525_138731012	4	EM
chr5_138731013_138731541	11	MM
chr5_138736542_138742427	4	EM
chr5_138777478_138786580	8	EM
chr5_138840157_138864494	5	EM
chr5_139025934_139027537	8	EM
chr5_139420641_139422968	6	EM
chr5_139485339_139488770	2	UC
chr5_139552703_139560340	8	EM
chr5_139681614_139683086	2	UC
chr5_139721188_139728144	8	EM
chr5_139732694_139743580	2	UC
chr5_139924560_139931816	8	EM
chr5_139931817_139938462	4	EM
chr5_139941119_139945334	8	EM
chr5_140007279_140023969	8.5	EM
chr5_140026007_140027281	2	UC
chr5_140027282_140035311	2	UC
chr5_140041282_140044724	2	UC
chr5_140068619_140072950	1	UC
chr5_140077236_140079961	2	UC
chr5_140163769_140170288	5	EM
chr5_140170289_140178617	5	EM
chr5_140185894_140197661	5	EM
chr5_140197662_140211435	5	EM
chr5_140211436_140227248	5	EM
chr5_140227249_140248658	5	EM
chr5_140345283_140347752	5	EM
chr5_140427756_140432279	5	EM
chr5_140473932_140486695	5	EM
chr5_140498228_140507081	5	EM
chr5_140510272_140526351	5	EM
chr5_140526352_140532450	5	EM
chr5_140546581_140556610	5	EM
chr5_140556909_140558389	5	EM
chr5_140558467_140562101	5	EM
chr5_140566407_140571981	5	EM
chr5_140577538_140584405	5	EM
chr5_140587275_140594546	5	EM
chr5_140602105_140618460	5	EM
chr5_140622170_140627958	5	EM
chr5_140680831_140684103	2	UC
chr5_140699383_140704715	2	UC
chr5_140708552_140710594	5	EM
chr5_140715185_140718377	5	EM
chr5_140718378_140722399	5	EM
chr5_14141000_14147844	4	EM
chr5_140809090_140813725	5	EM
chr5_140846250_140863633	5	EM
chr5_140863634_140865641	5	EM
chr5_140868444_140872943	5	EM
chr5_140997436_141001348	2	UC
chr5_141011156_141022509	4.5	EM
chr5_141061196_141067561	4	EM
chr5_141240754_141260777	6	EM
chr5_141292664_141307180	4	EM
chr5_141334175_141338723	2	UC
chr5_141347193_141349489	6	EM
chr5_141391682_141395935	1	UC
chr5_141487267_141504124	5	EM
chr5_141702161_141709021	8	EM
chr5_142077052_142078406	5	EM
chr5_142144651_142155935	4	EM
chr5_142806240_142822004	8	EM
chr5_1436465_1450060	1	UC
chr5_143189753_143195606	15	MM
chr5_14579068_14588249	8	EM
chr5_145248209_145254420	8	EM
chr5_145315614_145316767	9	EM
chr5_145482193_145489674	8	EM
chr5_145560206_145566306	1	UC
chr5_145581437_145587142	2	UC
chr5_145717784_145719131	4	EM
chr5_145824140_145828481	2	UC
chr5_145892727_145896264	8	EM
chr5_146453876_146465843	2	UC
chr5_146600978_146615721	3	UC
chr5_146888080_146889914	1	UC
chr5_147161864_147166147	5	EM
chr5_147207191_147212154	2	UC
chr5_147248607_147250909	10	MM
chr5_147548932_147551215	13	MM
chr5_147647491_147647834	13	MM
chr5_147688532_147693340	7	EM
chr5_147752161_147769840	8	EM
chr5_148056492_148056969	4	EM
chr5_14871218_14873280	8	EM
chr5_148201249_148211066	7	EM
chr5_148429361_148446047	8	EM
chr5_148520758_148526858	4	EM
chr5_148647907_148653737	8	EM
chr5_148723916_148725293	8	EM
chr5_148737283_148738847	2	UC
chr5_148926713_148931318	2	UC
chr5_148931319_148934984	8	EM
chr5_149109015_149112871	8	EM
chr5_149338010_149342289	6	EM
chr5_149376555_149381828	2	UC
chr5_149540678_149548498	6	EM
chr5_149559398_149571457	1	UC
chr5_149666782_149674559	2	UC
chr5_149734595_149740059	3	UC
chr5_149786723_149799562	4	EM
chr5_149823278_149832835	1	UC
chr5_149862793_149876555	1	UC
chr5_150078500_150080718	2	UC
chr5_150137692_150156688	2	UC
chr5_150396262_150412151	5	EM
chr5_150469588_150473399	4	EM
chr5_150529904_150537644	6	EM
chr5_150591010_150609531	5	EM
chr5_150674676_150695819	12	MM
chr5_151062120_151068235	5	EM
chr5_151138424_151153420	2	UC
chr5_151303700_151305225	5	EM
chr5_1521626_1527227	2	UC
chr5_151810814_151813125	4	EM
chr5_152868228_152869343	4	EM
chr5_153416650_153419527	9	EM
chr5_153561099_153571199	6	EM
chr5_153820579_153829059	2	UC
chr5_153854715_153861547	7	EM
chr5_154222767_154244266	2.5	UC
chr5_154313363_154320307	2	UC
chr5_154320308_154321348	1	UC
chr5_15497914_15502224	5	EM
chr5_156476882_156486242	8	EM
chr5_156563348_156572524	6.5	EM
chr5_156572525_156611753	6	EM
chr5_156690723_156693790	2	UC
chr5_156771127_156773265	9	EM
chr5_156884627_156888157	2	UC
chr5_156995435_157004260	4	EM
chr5_157155288_157173345	1.5	UC
chr5_157284721_157286319	2	UC
chr5_158520315_158532580	4	EM
chr5_158632136_158642331	5	EM
chr5_158689921_158690994	2	UC
chr5_158754122_158759441	8	EM
chr5_159341749_159345488	4	EM
chr5_159435129_159442212	2	UC
chr5_159536422_159554393	4	EM
chr5_159612756_159614656	8	EM
chr5_159766712_159776138	8	EM
chr5_159790786_159798973	8	EM
chr5_159844198_159849882	5	EM
chr5_160278473_160279581	2	UC
chr5_160971595_160974436	6	EM
chr5_160975224_160981081	5	EM
chr5_162863336_162867496	5	EM
chr5_162886379_162890022	3	UC
chr5_162926334_162933788	1	UC
chr5_16463414_16467624	2	UC
chr5_16616413_16620113	8	EM
chr5_167707101_167723563	5	EM
chr5_167911435_167914751	1	UC
chr5_167995345_168010295	1	UC
chr5_168721990_168729789	4	EM
chr5_16932835_16937229	4	EM
chr5_169008010_169015107	4	EM
chr5_169063892_169064874	3	UC
chr5_169407188_169408025	9	EM
chr5_169530751_169536098	3	UC
chr5_169723610_169731353	5	EM
chr5_169770725_169780905	6	EM
chr5_169806299_169818768	9	EM
chr5_170288379_170292912	2	UC
chr5_170727195_170743145	6	EM
chr5_170813635_170820834	5	EM
chr5_170845216_170847873	8	EM
chr5_171209074_171217330	12	MM
chr5_171432548_171447510	2	UC
chr5_171606828_171615540	4	EM
chr5_171618358_171626289	5	EM
chr5_171707791_171712026	2	UC
chr5_171879373_171888603	5	EM
chr5_172066974_172069224	6	EM
chr5_172196828_172204593	2	UC
chr5_172254835_172266930	2	UC
chr5_172377099_172388908	1	UC
chr5_172409042_172417375	2	UC
chr5_172568949_172576728	2	UC
chr5_172654355_172663437	8	EM
chr5_173040111_173048561	4	EM
chr5_173311148_173320950	4	EM
chr5_173390400_173407057	13	MM
chr5_174147608_174153929	5	EM
chr5_174869496_174871440	4	EM
chr5_174897573_174904777	2	UC
chr5_175084552_175086156	4	EM
chr5_175786892_175801792	8	EM
chr5_175810744_175833961	2	UC
chr5_175841325_175848058	2	UC
chr5_175864339_175875814	2	UC
chr5_175963457_175967393	5	EM
chr5_175967394_175976492	8	EM
chr5_176035131_176039917	2	UC
chr5_176230398_176241220	5	EM
chr5_176556443_176563161	2	UC
chr5_176723335_176731589	3.5	EM
chr5_176735949_176746539	8	EM
chr5_176776075_176787010	2	UC
chr5_176805703_176825497	1	UC
chr5_176826407_176832544	6.5	EM
chr5_176835590_176845657	6	EM
chr5_176873180_176874660	8	EM
chr5_176915420_176937469	8	EM
chr5_176937470_176942491	10	MM
chr5_176942492_176945102	2	UC
chr5_177018217_177020630	2	UC
chr5_177026771_177030288	4	EM
chr5_177533230_177549890	8	EM
chr5_177556316_177568027	2	UC
chr5_177578452_177612261	2	UC
chr5_177622076_177638133	2	UC
chr5_177653649_177662160	1	UC
chr5_178014106_178018757	8	EM
chr5_178057233_178067789	2	UC
chr5_178154600_178165548	12	MM
chr5_178282834_178290702	12	MM
chr5_178359313_178370269	12	MM
chr5_1795029_1802517	1.5	UC
chr5_178973846_178982359	4	EM
chr5_179061683_179065889	2	UC
chr5_179105325_179107238	2	UC
chr5_179156633_179167657	8	EM
chr5_179195573_179233773	5.33333333333333	EM
chr5_179326624_179336626	2	UC
chr5_179496879_179503197	8	EM
chr5_179635742_179637193	4	EM
chr5_179717693_179731157	4	EM
chr5_179905738_179926370	2	UC
chr5_180075408_180081671	6	EM
chr5_180160426_180169648	11	MM
chr5_180236473_180242547	2	UC
chr5_180242548_180251754	2	UC
chr5_180324269_180326930	11	MM
chr5_180465932_180476276	10	MM
chr5_180551753_180567693	11	MM
chr5_180581804_180602532	11	MM
chr5_180626623_180632901	8	EM
chr5_180646824_180663513	9	EM
chr5_1875730_1892226	5	EM
chr5_190407_195413	5	EM
chr5_20571986_20576168	7	EM
chr5_2749100_2764564	10.5	MM
chr5_301198_312667	8	EM
chr5_31190039_31195551	7	EM
chr5_31521725_31534823	3	UC
chr5_31637290_31643361	8	EM
chr5_32173432_32178999	3	UC
chr5_32309492_32319650	7	EM
chr5_32439264_32446775	2	UC
chr5_32522735_32537776	2	UC
chr5_33439509_33444790	1	UC
chr5_33890114_33892962	5	EM
chr5_33935415_33941115	7	EM
chr5_34005906_34018435	1	UC
chr5_34655459_34664227	8	EM
chr5_34908054_34922622	2	UC
chr5_34928579_34934176	2	UC
chr5_35043586_35051674	1	UC
chr5_35227556_35233701	8	EM
chr5_35616239_35622075	2	UC
chr5_35852048_35853270	8	EM
chr5_3590276_3608460	8	EM
chr5_35933668_35939093	2	UC
chr5_36151603_36154944	2	UC
chr5_36301674_36309672	9	EM
chr5_36604776_36613268	1	UC
chr5_36872889_36881960	2	UC
chr5_37246087_37252584	4	EM
chr5_37361550_37372218	2	UC
chr5_37376042_37380055	2	UC
chr5_37833945_37841853	8	EM
chr5_38253299_38260832	4	EM
chr5_38607650_38608702	8	EM
chr5_38841927_38847432	9	EM
chr5_39072805_39078546	2	UC
chr5_39423944_39431771	8	EM
chr5_39462185_39466811	4	EM
chr5_40678180_40684541	4	EM
chr5_40754856_40764269	2	UC
chr5_40793690_40802064	2	UC
chr5_40835353_40841380	5	EM
chr5_40841381_40843175	5	EM
chr5_40908232_40914554	8	EM
chr5_41509628_41512505	2	UC
chr5_41867296_41870879	1	UC
chr5_41901764_41912323	5	EM
chr5_41923918_41930195	5	EM
chr5_42755738_42766033	8	EM
chr5_43310396_43314230	1	UC
chr5_43411373_43413002	8	EM
chr5_43509790_43517956	4	EM
chr5_43555723_43557745	4	EM
chr5_43557746_43559203	4	EM
chr5_43601534_43608942	1	UC
chr5_442067_444034	2	UC
chr5_44385265_44392424	5	EM
chr5_45692037_45703934	2	UC
chr5_49733218_49738975	8	EM
chr5_49738976_49741707	8	EM
chr5_49960748_49964856	8	EM
chr5_50677953_50684008	4	EM
chr5_5138726_5142621	5	EM
chr5_52083391_52084975	4	EM
chr5_52403565_52408461	1	UC
chr5_52772248_52777464	4	EM
chr5_52853555_52856617	1	UC
chr5_53750513_53751955	8	EM
chr5_53812428_53818070	3	UC
chr5_54396954_54402474	8	EM
chr5_54451961_54457186	1	UC
chr5_54464866_54469212	11	MM
chr5_54598068_54605772	1.5	UC
chr5_55064936_55074977	2	UC
chr5_55142483_55152822	9	EM
chr5_55285452_55293504	8	EM
chr5_55528447_55532086	5	EM
chr5_56108371_56117353	2	UC
chr5_56200127_56206896	4	EM
chr5_56265719_56268142	8	EM
chr5_56459373_56472996	4	EM
chr5_56777073_56779944	2	UC
chr5_57752380_57757252	2	UC
chr5_57784998_57791942	11	MM
chr5_57872403_57881104	4	EM
chr5_605310_613148	4	EM
chr5_59817832_59818813	2	UC
chr5_59995257_59997318	5	EM
chr5_60236992_60240695	2	UC
chr5_60240696_60247314	2	UC
chr5_60455031_60463866	4	EM
chr5_60625183_60635355	4	EM
chr5_60930891_60935822	15	MM
chr5_61595983_61605323	2	UC
chr5_61698932_61700071	1.5	UC
chr5_61873746_61875204	12	MM
chr5_6377011_6383040	2	UC
